 ,X,Y,Length
1,808,574,3.030
2,806,574,3.030
3,804,574,3.030
4,802,574,3.030
5,800,574,3.030
6,798,574,3.030
7,796,574,3.030
8,794,574,6.061
9,790,574,4.285
10,788,576,3.030
11,786,576,3.030
12,784,576,4.285
13,782,578,6.061
14,778,578,3.030
15,776,578,4.285
16,774,580,3.030
17,772,580,4.285
18,770,582,3.030
19,768,582,3.030
20,766,582,4.285
21,764,584,3.030
22,762,584,4.285
23,760,586,3.030
24,758,586,3.030
25,756,586,3.030
26,754,586,4.285
27,752,588,3.030
28,750,588,3.030
29,750,590,3.030
30,748,590,3.030
31,746,590,3.030
32,744,590,4.285
33,742,592,3.030
34,740,592,3.030
35,738,592,3.030
36,738,594,3.030
37,736,594,3.030
38,734,594,4.285
39,732,596,3.030
40,730,596,3.030
41,728,596,3.030
42,726,596,4.285
43,724,598,3.030
44,722,598,4.285
45,720,600,3.030
46,718,600,3.030
47,716,600,4.285
48,714,602,3.030
49,712,602,3.030
50,710,602,4.285
51,708,604,3.030
52,706,604,4.285
53,704,606,3.030
54,702,606,3.030
55,702,608,3.030
56,700,608,3.030
57,698,608,4.285
58,696,610,3.030
59,694,610,3.030
60,692,610,3.030
61,690,610,3.030
62,690,612,3.030
63,688,612,3.030
64,686,612,4.285
65,684,614,4.285
66,682,616,3.030
67,680,616,3.030
68,678,616,3.030
69,676,616,3.030
70,676,618,3.030
71,674,618,3.030
72,672,618,3.030
73,672,620,3.030
74,670,620,3.030
75,668,620,4.285
76,666,622,3.030
77,664,622,3.030
78,662,622,3.030
79,662,624,3.030
80,660,624,4.285
81,658,626,3.030
82,656,626,4.285
83,654,628,4.285
84,652,630,3.030
85,650,630,4.285
86,648,632,4.285
87,646,634,3.030
88,644,634,4.285
89,642,636,3.030
90,640,636,3.030
91,640,638,3.030
92,638,638,3.030
93,638,640,3.030
94,636,640,3.030
95,636,642,3.030
96,634,642,3.030
97,632,642,4.285
98,630,644,4.285
99,628,646,4.285
100,626,648,3.030
101,624,648,3.030
102,624,650,3.030
103,622,650,4.285
104,620,652,3.030
105,618,652,3.030
106,618,654,3.030
107,616,654,4.285
108,614,656,3.030
109,612,656,4.285
110,610,658,4.285
111,608,660,3.030
112,606,660,3.030
113,604,660,3.030
114,604,662,3.030
115,602,662,4.285
116,600,664,3.030
117,598,664,3.030
118,596,664,3.030
119,596,666,3.030
120,594,666,3.030
121,592,666,3.030
122,592,668,3.030
123,590,668,4.285
124,588,670,3.030
125,586,670,3.030
126,586,672,3.030
127,584,672,4.285
128,582,674,4.285
129,580,676,4.285
130,578,678,4.285
131,576,680,4.285
132,574,682,4.285
133,572,684,4.285
134,570,686,4.285
135,568,688,4.285
136,566,690,4.285
137,564,692,4.285
138,562,694,4.285
139,560,696,4.285
140,558,698,4.285
141,556,700,4.285
142,554,702,3.030
143,552,702,3.030
144,552,704,4.285
145,550,706,3.030
146,548,706,3.030
147,548,708,3.030
148,546,708,3.030
149,546,710,3.030
150,544,710,4.285
151,542,712,4.285
152,540,714,3.030
153,538,714,4.285
154,536,716,4.285
155,534,718,3.030
156,532,718,4.285
157,530,720,4.285
158,528,722,3.030
159,526,722,4.285
160,524,724,3.030
161,522,724,4.285
162,520,726,3.030
163,518,726,4.285
164,516,728,4.285
165,514,730,3.030
166,512,730,3.030
167,510,730,3.030
168,510,732,3.030
169,508,732,4.285
170,506,734,3.030
171,504,734,4.285
172,502,736,3.030
173,500,736,3.030
174,498,736,4.285
175,496,738,3.030
176,494,738,4.285
177,492,740,3.030
178,490,740,3.030
179,488,740,3.030
180,486,740,3.030
181,484,740,3.030
182,482,740,3.030
183,480,740,3.030
184,478,740,3.030
185,476,740,3.030
186,474,740,3.030
187,472,740,4.285
188,470,742,3.030
189,468,742,3.030
190,466,742,3.030
191,464,742,3.030
192,462,742,3.030
193,460,742,3.030
194,460,744,3.030
195,458,744,3.030
196,456,744,3.030
197,454,744,3.030
198,452,744,3.030
199,450,744,6.061
200,446,744,3.030
201,444,744,3.030
202,442,744,4.285
203,440,746,3.030
204,438,746,3.030
205,436,746,3.030
206,434,746,3.030
207,432,746,3.030
208,430,746,3.030
209,428,746,3.030
210,426,746,3.030
211,424,746,3.030
212,422,746,3.030
213,420,746,6.061
214,416,746,3.030
215,414,746,3.030
216,412,746,4.285
217,410,748,3.030
218,408,748,3.030
219,406,748,6.061
220,402,748,3.030
221,400,748,3.030
222,398,748,3.030
223,396,748,6.061
224,392,748,3.030
225,390,748,3.030
226,388,748,6.776
227,384,746,6.061
228,380,746,6.776
229,376,744,4.285
230,374,742,3.030
231,372,742,6.776
232,368,740,6.776
233,364,738,6.776
234,360,736,3.030
235,358,736,9.583
236,352,734,6.776
237,348,732,6.776
238,344,730,6.776
239,340,728,6.776
240,336,726,4.285
241,334,724,3.030
242,332,724,6.776
243,328,722,3.030
244,326,722,6.776
245,322,720,4.285
246,320,718,3.030
247,318,718,4.285
248,316,716,3.030
249,314,716,4.285
250,312,714,3.030
251,310,714,3.030
252,308,714,4.285
253,306,712,4.285
254,304,710,3.030
255,302,710,4.285
256,300,708,3.030
257,298,708,3.030
258,298,706,3.030
259,296,706,3.030
260,294,706,4.285
261,292,704,3.030
262,290,704,3.030
263,290,702,4.285
264,288,700,3.030
265,286,700,3.030
266,286,698,3.030
267,284,698,4.285
268,282,696,4.285
269,280,694,3.030
270,280,692,3.030
271,278,692,4.285
272,276,690,3.030
273,274,690,3.030
274,274,688,3.030
275,272,688,4.285
276,270,686,4.285
277,268,684,4.285
278,266,682,4.285
279,264,680,4.285
280,262,678,3.030
281,262,676,3.030
282,260,676,3.030
283,260,674,4.285
284,258,672,3.030
285,258,670,4.285
286,256,668,4.285
