 ,Position,Intensity
1,0.000,19.995
2,1.515,19.194
3,3.030,18.566
4,4.545,18.682
5,6.061,19.846
6,7.576,22.584
7,9.091,23.732
8,10.606,19.968
9,12.121,19.001
10,13.636,19.425
11,15.152,20.427
12,16.667,21.459
13,18.182,21.632
14,19.697,19.239
15,21.212,19.026
16,22.727,19.227
17,24.242,20.716
18,25.758,17.490
19,27.273,17.973
20,28.788,18.008
21,30.303,17.559
22,31.818,17.025
23,33.333,16.508
24,34.848,17.175
25,36.364,15.725
26,37.879,17.529
27,39.394,20.378
28,40.909,21.469
29,42.424,19.113
30,43.939,17.810
31,45.455,18.790
32,46.970,19.028
33,48.485,25.191
34,50.000,17.625
35,51.515,24.984
36,53.030,18.531
37,54.545,18.483
38,56.061,15.875
39,57.576,16.093
40,59.091,17.756
41,60.606,25.068
42,62.121,15.804
43,63.636,16.194
44,65.152,23.705
45,66.667,24.081
46,68.182,24.722
47,69.697,23.320
48,71.212,24.232
49,72.727,26.570
50,74.242,27.294
51,75.758,22.741
52,77.273,19.485
53,78.788,20.027
54,80.303,19.758
55,81.818,22.622
56,83.333,20.604
57,84.848,20.386
58,86.364,19.673
59,87.879,19.768
60,89.394,19.789
61,90.909,19.107
62,92.424,18.111
63,93.939,17.653
64,95.455,17.679
65,96.970,17.457
66,98.485,13.404
67,100.000,11.789
68,101.515,11.293
69,103.030,14.625
70,104.545,15.281
71,106.061,13.966
72,107.576,13.448
73,109.091,12.969
74,110.606,13.792
75,112.121,13.565
76,113.636,10.281
77,115.152,10.472
78,116.667,10.761
79,118.182,10.398
80,119.697,11.083
81,121.212,10.416
82,122.727,10.443
83,124.242,10.473
84,125.758,10.644
85,127.273,10.860
86,128.788,10.935
87,130.303,10.834
88,131.818,10.775
89,133.333,11.223
90,134.848,11.574
91,136.364,11.489
92,137.879,11.443
93,139.394,11.344
94,140.909,11.300
95,142.424,11.286
96,143.939,11.132
97,145.455,11.569
98,146.970,10.772
99,148.485,10.638
100,150.000,10.791
101,151.515,10.727
102,153.030,10.920
103,154.545,11.197
104,156.061,11.135
105,157.576,11.197
106,159.091,11.140
107,160.606,11.642
108,162.121,11.497
109,163.636,11.158
110,165.152,11.206
111,166.667,11.032
112,168.182,10.843
113,169.697,10.475
114,171.212,10.249
115,172.727,9.933
116,174.242,9.989
117,175.758,10.660
118,177.273,10.404
119,178.788,10.270
120,180.303,9.820
121,181.818,9.147
122,183.333,9.003
123,184.848,8.388
124,186.364,8.483
125,187.879,8.367
126,189.394,7.236
127,190.909,8.301
128,192.424,8.380
129,193.939,8.344
130,195.455,8.506
131,196.970,8.572
132,198.485,8.505
133,200.000,8.239
134,201.515,7.887
135,203.030,7.674
136,204.545,7.659
137,206.061,7.619
138,207.576,7.709
139,209.091,8.053
140,210.606,7.944
141,212.121,8.119
142,213.636,7.384
143,215.152,7.539
144,216.667,7.407
145,218.182,7.544
146,219.697,7.450
147,221.212,7.873
148,222.727,7.517
149,224.242,7.586
150,225.758,7.610
151,227.273,7.624
152,228.788,7.764
153,230.303,8.116
154,231.818,7.903
155,233.333,7.909
156,234.848,7.701
157,236.364,7.598
158,237.879,7.774
159,239.394,7.734
160,240.909,8.067
161,242.424,7.978
162,243.939,8.275
163,245.455,8.022
164,246.970,8.142
165,248.485,7.947
166,250.000,7.846
167,251.515,7.883
168,253.030,8.433
169,254.545,8.143
170,256.061,7.984
171,257.576,8.003
172,259.091,8.252
173,260.606,7.447
174,262.121,7.540
175,263.636,8.126
176,265.152,7.977
177,266.667,7.955
178,268.182,8.052
179,269.697,7.943
180,271.212,8.271
181,272.727,7.856
182,274.242,7.820
183,275.758,8.248
184,277.273,7.914
185,278.788,8.101
186,280.303,8.272
187,281.818,8.238
188,283.333,8.301
189,284.848,8.267
190,286.364,8.223
191,287.879,8.251
192,289.394,8.237
193,290.909,8.343
194,292.424,8.519
195,293.939,8.562
196,295.455,9.386
197,296.970,8.481
198,298.485,7.376
199,300.000,7.433
200,301.515,9.515
201,303.030,10.079
202,304.545,9.432
203,306.061,9.082
204,307.576,8.453
205,309.091,8.298
206,310.606,8.228
207,312.121,8.031
208,313.636,9.302
209,315.152,8.635
210,316.667,8.161
211,318.182,7.826
212,319.697,8.011
213,321.212,8.165
214,322.727,8.081
215,324.242,8.277
216,325.758,8.342
217,327.273,9.759
218,328.788,8.816
219,330.303,8.580
220,331.818,8.741
221,333.333,9.573
222,334.848,9.591
223,336.364,9.333
224,337.879,8.115
225,339.394,11.884
226,340.909,8.380
227,342.424,9.044
228,343.939,9.140
229,345.455,8.749
230,346.970,8.601
231,348.485,9.858
232,350.000,11.230
233,351.515,9.454
234,353.030,8.836
235,354.545,13.584
236,356.061,7.952
237,357.576,9.571
238,359.091,11.454
239,360.606,10.326
240,362.121,8.418
241,363.636,9.396
242,365.152,12.393
243,366.667,11.606
244,368.182,9.782
245,369.697,9.485
246,371.212,9.360
247,372.727,9.737
248,374.242,8.080
249,375.758,9.705
250,377.273,9.167
251,378.788,9.502
252,380.303,8.472
253,381.818,8.882
254,383.333,9.157
255,384.848,9.283
256,386.364,9.127
257,387.879,9.109
258,389.394,8.987
259,390.909,8.537
260,392.424,9.072
261,393.939,8.971
262,395.455,8.978
263,396.970,8.806
264,398.485,8.651
265,400.000,8.674
266,401.515,8.457
267,403.030,8.415
268,404.545,8.323
269,406.061,8.529
270,407.576,8.675
271,409.091,8.809
272,410.606,8.563
273,412.121,8.436
274,413.636,8.549
275,415.152,8.592
276,416.667,8.555
277,418.182,8.357
278,419.697,8.469
279,421.212,8.481
280,422.727,7.999
281,424.242,8.525
282,425.758,8.433
283,427.273,8.630
284,428.788,8.224
285,430.303,8.295
286,431.818,8.227
287,433.333,8.149
288,434.848,8.395
289,436.364,9.093
290,437.879,8.536
291,439.394,8.628
292,440.909,8.638
293,442.424,8.952
294,443.939,9.002
295,445.455,8.870
296,446.970,8.173
297,448.485,10.123
298,450.000,8.950
299,451.515,8.722
300,453.030,9.386
301,454.545,9.645
302,456.061,8.860
303,457.576,8.697
304,459.091,8.812
305,460.606,9.448
306,462.121,9.827
307,463.636,10.879
308,465.152,11.554
309,466.667,9.640
310,468.182,9.628
311,469.697,11.222
312,471.212,12.079
313,472.727,10.979
314,474.242,10.625
315,475.758,10.355
316,477.273,10.121
317,478.788,16.261
318,480.303,21.431
319,481.818,9.756
320,483.333,23.322
321,484.848,15.777
322,486.364,10.628
323,487.879,13.654
324,489.394,25.380
325,490.909,12.356
326,492.424,14.852
327,493.939,18.859
328,495.455,10.741
329,496.970,12.492
330,498.485,12.999
331,500.000,12.220
332,501.515,10.786
333,503.030,11.573
334,504.545,9.041
335,506.061,8.839
336,507.576,8.567
337,509.091,10.179
338,510.606,10.194
339,512.121,10.493
340,513.636,9.769
341,515.151,14.888
342,516.667,18.429
343,518.182,16.766
344,519.697,18.194
345,521.212,20.237
346,522.727,22.930
347,524.242,19.804
348,525.758,17.650
349,527.273,18.275
350,528.788,18.203
351,530.303,13.067
352,531.818,17.897
353,533.333,9.533
354,534.849,13.610
355,536.364,16.826
356,537.879,13.859
357,539.394,10.792
358,540.909,13.934
359,542.424,19.755
360,543.939,17.813
361,545.455,17.818
362,546.970,28.775
363,548.485,29.637
364,550.000,18.586
365,551.515,18.967
366,553.030,26.275
367,554.545,25.510
368,556.061,20.153
369,557.576,19.129
370,559.091,17.410
371,560.606,21.043
372,562.121,27.432
373,563.636,24.437
374,565.151,15.099
375,566.667,17.423
376,568.182,21.635
377,569.697,16.467
378,571.212,12.759
379,572.727,11.988
380,574.242,10.907
381,575.758,12.777
382,577.273,13.397
383,578.788,14.008
384,580.303,13.473
385,581.818,10.949
386,583.333,9.988
387,584.849,9.724
388,586.364,11.636
389,587.879,12.771
390,589.394,12.093
391,590.909,13.928
392,592.424,14.366
393,593.939,12.328
394,595.455,12.355
395,596.970,11.802
396,598.485,9.953
397,600.000,10.900
398,601.515,10.609
399,603.030,10.501
400,604.545,11.865
401,606.061,11.343
402,607.576,10.958
403,609.091,10.451
404,610.606,10.128
405,612.121,10.114
406,613.636,12.135
407,615.151,12.134
408,616.667,12.554
409,618.182,12.139
410,619.697,12.860
411,621.212,15.359
412,622.727,14.905
413,624.242,11.836
414,625.758,9.770
415,627.273,13.292
416,628.788,21.300
417,630.303,31.610
418,631.818,36.249
419,633.333,31.505
420,634.849,32.239
421,636.364,33.563
422,637.879,29.253
423,639.394,19.890
424,640.909,14.720
425,642.424,14.650
426,643.939,13.422
427,645.455,13.526
428,646.970,13.009
429,648.485,13.800
430,650.000,11.750
431,651.515,11.984
432,653.030,13.925
433,654.545,13.419
434,656.061,12.732
435,657.576,14.038
436,659.091,12.388
437,660.606,10.894
438,662.121,16.517
439,663.636,11.491
440,665.151,11.995
441,666.667,10.325
442,668.182,16.709
443,669.697,14.701
444,671.212,9.965
445,672.727,9.400
446,674.242,9.770
447,675.758,7.989
448,677.273,8.018
449,678.788,9.564
450,680.303,7.697
451,681.818,8.120
452,683.333,7.571
453,684.849,8.488
454,686.364,7.451
455,687.879,7.416
456,689.394,8.077
457,690.909,7.589
458,692.424,7.661
459,693.939,7.692
460,695.455,7.428
461,696.970,7.497
462,698.485,7.189
463,700.000,7.312
464,701.515,7.111
465,703.030,7.156
466,704.545,6.935
467,706.061,7.019
468,707.576,7.015
469,709.091,7.164
470,710.606,6.987
471,712.121,6.609
472,713.636,6.939
473,715.151,6.784
474,716.667,6.993
475,718.182,6.898
476,719.697,6.814
477,721.212,6.955
478,722.727,7.068
479,724.242,7.028
480,725.758,7.247
481,727.273,7.227
482,728.788,7.318
483,730.303,7.093
484,731.818,6.828
485,733.333,7.130
486,734.849,6.765
487,736.364,6.706
488,737.879,6.786
489,739.394,6.902
490,740.909,6.929
491,742.424,6.840
492,743.939,6.946
493,745.455,6.918
494,746.970,6.591
495,748.485,6.811
496,750.000,6.904
497,751.515,6.818
498,753.030,6.888
499,754.545,7.207
500,756.061,6.993
501,757.576,6.924
502,759.091,7.069
503,760.606,6.992
504,762.121,7.022
505,763.636,7.077
506,765.151,7.470
507,766.667,7.247
508,768.182,7.288
509,769.697,6.995
510,771.212,7.256
511,772.727,7.114
512,774.242,7.070
513,775.758,7.562
514,777.273,7.323
515,778.788,7.293
516,780.303,7.232
517,781.818,7.358
518,783.333,7.239
519,784.849,7.114
520,786.364,7.407
521,787.879,7.558
522,789.394,7.424
523,790.909,7.173
524,792.424,7.174
525,793.939,7.442
526,795.455,7.198
527,796.970,7.466
528,798.485,7.252
529,800.000,7.332
530,801.515,7.379
531,803.030,7.363
532,804.545,7.443
533,806.061,7.779
534,807.576,7.647
535,809.091,7.529
536,810.606,7.584
537,812.121,7.300
538,813.636,7.240
539,815.151,7.184
540,816.667,7.499
541,818.182,7.444
542,819.697,7.420
543,821.212,7.480
544,822.727,7.571
545,824.242,7.976
546,825.758,7.918
547,827.273,7.640
548,828.788,7.481
549,830.303,7.821
550,831.818,7.982
551,833.333,7.897
552,834.849,7.935
553,836.364,8.065
554,837.879,7.981
555,839.394,7.739
556,840.909,7.944
557,842.424,7.960
558,843.939,8.028
559,845.455,8.178
560,846.970,7.992
561,848.485,7.772
562,850.000,8.074
563,851.515,8.310
564,853.030,8.052
565,854.545,8.201
566,856.061,8.148
567,857.576,8.069
568,859.091,7.917
569,860.606,8.219
570,862.121,8.381
571,863.636,15.019
572,865.151,8.438
573,866.667,8.453
574,868.182,8.778
575,869.697,8.763
576,871.212,8.656
577,872.727,8.705
578,874.242,9.021
579,875.758,8.824
580,877.273,8.981
581,878.788,9.092
582,880.303,9.148
583,881.818,9.146
584,883.333,9.361
585,884.849,9.401
586,886.364,9.408
587,887.879,9.040
588,889.394,9.095
589,890.909,9.387
590,892.424,9.305
591,893.939,9.200
592,895.455,9.301
593,896.970,9.298
594,898.485,9.708
595,900.000,9.599
596,901.515,9.467
597,903.030,9.408
598,904.545,9.572
599,906.061,9.453
600,907.576,9.394
601,909.091,8.978
602,910.606,9.476
603,912.121,9.393
604,913.636,9.815
605,915.151,9.362
606,916.667,9.973
607,918.182,9.468
608,919.697,9.844
609,921.212,9.679
610,922.727,9.653
611,924.242,9.466
612,925.758,9.667
613,927.273,9.851
614,928.788,10.149
615,930.303,10.514
616,931.818,10.521
617,933.333,9.973
618,934.849,10.368
619,936.364,10.988
620,937.879,10.477
621,939.394,11.354
622,940.909,10.775
623,942.424,10.783
624,943.939,10.981
625,945.455,11.290
626,946.970,12.032
627,948.485,11.829
628,950.000,11.843
629,951.515,11.562
630,953.030,12.772
631,954.545,13.582
632,956.061,12.879
633,957.576,10.422
634,959.091,10.166
635,960.606,10.177
636,962.121,10.437
637,963.636,10.638
638,965.151,10.727
639,966.667,10.952
640,968.182,11.378
