 ,X,Y,Length
1,840,312,3.030
2,840,314,4.285
3,838,316,4.285
4,836,318,6.061
5,836,322,4.285
6,834,324,4.285
7,832,326,3.030
8,832,328,4.285
9,830,330,4.285
10,828,332,3.030
11,828,334,4.285
12,826,336,3.030
13,826,338,3.030
14,826,340,6.776
15,824,344,3.030
16,824,346,4.285
17,822,348,3.030
18,822,350,3.030
19,822,352,4.285
20,820,354,3.030
21,820,356,3.030
22,820,358,4.285
23,818,360,3.030
24,818,362,3.030
25,818,364,4.285
26,816,366,3.030
27,816,368,3.030
28,816,370,4.285
29,814,372,3.030
30,814,374,3.030
31,814,376,4.285
32,812,378,3.030
33,812,380,4.285
34,810,382,3.030
35,810,384,3.030
36,810,386,4.285
37,808,388,3.030
38,808,390,4.285
39,806,392,3.030
40,806,394,3.030
41,806,396,3.030
42,804,396,3.030
43,804,398,3.030
44,804,400,4.285
45,802,402,3.030
46,802,404,4.285
47,800,406,3.030
48,800,408,4.285
49,798,410,3.030
50,798,412,4.285
51,796,414,3.030
52,796,416,4.285
53,794,418,4.285
54,792,420,3.030
55,792,422,4.285
56,790,424,4.285
57,788,426,3.030
58,788,428,3.030
59,788,430,3.030
60,786,430,3.030
61,786,432,3.030
62,786,434,3.030
63,784,434,3.030
64,784,436,4.285
65,782,438,3.030
66,782,440,4.285
67,780,442,3.030
68,780,444,3.030
69,778,444,3.030
70,778,446,3.030
71,778,448,4.285
72,776,450,4.285
73,774,452,3.030
74,774,454,3.030
75,772,454,3.030
76,772,456,3.030
77,770,456,3.030
78,770,458,3.030
79,770,460,3.030
80,770,462,3.030
81,768,462,3.030
82,768,464,3.030
83,768,466,3.030
84,766,466,3.030
85,766,468,3.030
86,766,470,3.030
87,766,472,4.285
88,764,474,3.030
89,764,476,4.285
90,762,478,3.030
91,762,480,3.030
92,762,482,4.285
93,760,484,4.285
94,758,486,3.030
95,758,488,4.285
96,756,490,3.030
97,756,492,3.030
98,754,492,3.030
99,754,494,3.030
100,754,496,4.285
101,752,498,4.285
102,750,500,3.030
103,750,502,3.030
104,748,502,3.030
105,748,504,4.285
106,746,506,3.030
107,746,508,3.030
108,744,508,3.030
109,744,510,4.285
110,742,512,3.030
111,742,514,4.285
112,740,516,4.285
113,738,518,3.030
114,738,520,3.030
115,738,522,3.030
116,736,522,4.285
117,734,524,3.030
118,734,526,3.030
119,732,526,3.030
120,732,528,4.285
121,730,530,3.030
122,730,532,3.030
123,728,532,3.030
124,728,534,3.030
125,728,536,3.030
126,726,536,4.285
127,724,538,4.285
128,722,540,3.030
129,722,542,3.030
130,720,542,3.030
131,720,544,4.285
132,718,546,3.030
133,718,548,3.030
134,716,548,3.030
135,716,550,4.285
136,714,552,3.030
137,714,554,3.030
138,712,554,3.030
139,712,556,3.030
140,710,556,3.030
141,710,558,4.285
142,708,560,4.285
143,706,562,4.285
144,704,564,3.030
145,704,566,4.285
146,702,568,4.285
147,700,570,4.285
148,698,572,3.030
149,698,574,3.030
150,696,574,3.030
151,696,576,4.285
152,694,578,4.285
153,692,580,4.285
154,690,582,3.030
155,690,584,3.030
156,688,584,3.030
157,688,586,4.285
158,686,588,3.030
