 ,X,Y,Length
1,896,646,3.030
2,894,646,3.030
3,892,646,4.285
4,890,644,3.030
5,890,642,3.030
6,888,642,3.030
7,888,640,4.285
8,886,638,3.030
9,884,638,3.030
10,884,636,4.285
11,882,634,4.285
12,880,632,3.030
13,878,632,3.030
14,878,630,3.030
15,876,630,3.030
16,876,628,3.030
17,874,628,3.030
18,872,628,3.030
19,872,626,3.030
20,870,626,3.030
21,870,624,3.030
22,868,624,3.030
23,868,622,3.030
24,866,622,3.030
25,866,620,3.030
26,864,620,3.030
27,864,618,3.030
28,862,618,4.285
29,860,616,4.285
30,858,614,4.285
31,856,612,3.030
32,856,610,3.030
33,854,610,3.030
34,854,608,3.030
35,852,608,3.030
36,852,606,4.285
37,850,604,3.030
38,850,602,3.030
39,848,602,3.030
40,848,600,4.285
41,846,598,4.285
42,844,596,3.030
43,844,594,3.030
44,844,592,3.030
45,842,592,4.285
46,840,590,3.030
47,840,588,3.030
48,838,588,3.030
49,838,586,4.285
50,836,584,4.285
51,834,582,4.285
52,832,580,3.030
53,832,578,3.030
54,830,578,3.030
55,830,576,4.285
56,828,574,4.285
57,826,572,4.285
58,824,570,3.030
59,824,568,3.030
60,822,568,3.030
61,822,566,3.030
62,820,566,3.030
63,820,564,4.285
64,818,562,4.285
65,816,560,3.030
66,816,558,3.030
67,814,558,3.030
68,814,556,4.285
69,812,554,4.285
70,810,552,4.285
71,808,550,4.285
72,806,548,4.285
73,804,546,3.030
74,802,546,3.030
75,802,544,3.030
76,802,542,3.030
77,800,542,4.285
78,798,540,4.285
79,796,538,3.030
80,796,536,3.030
81,794,536,3.030
82,794,534,3.030
83,792,534,3.030
84,792,532,3.030
85,790,532,3.030
86,790,530,4.285
87,788,528,3.030
88,788,526,4.285
89,786,524,4.285
90,784,522,3.030
91,784,520,4.285
92,782,518,3.030
93,782,516,3.030
94,780,516,3.030
95,780,514,3.030
96,778,514,3.030
97,778,512,4.285
98,776,510,3.030
99,776,508,3.030
100,774,508,3.030
101,774,506,3.030
102,774,504,3.030
103,772,504,3.030
104,772,502,3.030
105,772,500,3.030
106,770,500,3.030
107,770,498,3.030
108,770,496,4.285
109,768,494,3.030
110,768,492,3.030
111,768,490,3.030
112,766,490,3.030
113,766,488,4.285
114,764,486,3.030
115,764,484,3.030
116,764,482,3.030
117,762,482,3.030
118,762,480,4.285
119,760,478,3.030
120,760,476,3.030
121,760,474,3.030
122,758,474,3.030
123,758,472,3.030
124,758,470,4.285
125,756,468,3.030
126,756,466,3.030
127,756,464,4.285
128,754,462,3.030
129,754,460,3.030
130,754,458,4.285
131,752,456,3.030
132,752,454,3.030
133,752,452,3.030
134,750,452,3.030
135,750,450,3.030
136,750,448,3.030
137,750,446,3.030
138,748,446,3.030
139,748,444,3.030
140,748,442,4.285
141,746,440,3.030
142,746,438,3.030
143,746,436,3.030
144,746,434,3.030
145,746,432,4.285
146,744,430,3.030
147,744,428,3.030
148,744,426,3.030
149,744,424,3.030
150,744,422,3.030
151,744,420,3.030
152,742,420,3.030
153,742,418,3.030
154,742,416,4.285
155,740,414,3.030
156,740,412,6.061
157,740,408,4.285
158,738,406,6.776
159,736,402,3.030
160,736,400,3.030
161,736,398,4.285
162,734,396,3.030
163,734,394,3.030
164,734,392,3.030
165,734,390,4.285
166,732,388,3.030
167,732,386,4.285
168,730,384,3.030
169,730,382,3.030
170,730,380,3.030
171,730,378,4.285
172,728,376,3.030
173,728,374,3.030
174,728,372,4.285
175,726,370,3.030
176,726,368,3.030
177,726,366,3.030
178,724,366,3.030
179,724,364,3.030
180,724,362,3.030
181,722,362,3.030
182,722,360,3.030
183,722,358,3.030
184,720,358,3.030
185,720,356,3.030
186,720,354,3.030
187,718,354,3.030
188,718,352,3.030
189,718,350,4.285
190,716,348,4.285
191,714,346,3.030
192,714,344,3.030
193,712,344,3.030
194,712,342,3.030
195,710,342,3.030
196,710,340,3.030
197,708,340,3.030
198,708,338,3.030
199,706,338,3.030
200,706,336,4.285
201,704,334,4.285
202,702,332,4.285
203,700,330,4.285
204,698,328,3.030
205,698,326,3.030
206,696,326,3.030
207,696,324,3.030
208,694,324,3.030
209,694,322,4.285
210,692,320,4.285
211,690,318,4.285
212,688,316,3.030
213,686,316,3.030
214,686,314,3.030
215,684,314,3.030
216,682,314,4.285
217,680,312,3.030
218,678,312,4.285
219,676,310,3.030
220,674,310,3.030
221,672,310,3.030
222,672,308,3.030
223,670,308,3.030
224,668,308,4.285
225,666,306,3.030
226,664,306,3.030
227,664,304,3.030
228,662,304,3.030
229,660,304,3.030
230,658,304,3.030
231,658,302,3.030
232,656,302,3.030
233,654,302,4.285
234,652,300,3.030
235,650,300,3.030
236,648,300,3.030
237,648,298,3.030
238,646,298,3.030
239,644,298,3.030
240,644,296,3.030
241,642,296,3.030
242,640,296,4.285
243,638,294,3.030
244,636,294,3.030
245,634,294,3.030
246,634,292,3.030
247,632,292,3.030
248,630,292,3.030
249,628,292,4.285
250,626,290,3.030
251,624,290,3.030
252,622,290,3.030
253,622,288,3.030
254,620,288,3.030
255,618,288,3.030
256,616,288,3.030
257,614,288,3.030
258,612,288,4.285
259,610,286,3.030
260,608,286,3.030
261,606,286,3.030
262,604,286,4.285
263,602,284,3.030
264,600,284,3.030
265,598,284,4.285
266,596,282,3.030
267,594,282,3.030
268,592,282,3.030
269,590,282,4.285
270,588,280,3.030
271,586,280,3.030
272,584,280,3.030
273,582,280,3.030
274,580,280,4.285
275,578,278,3.030
276,576,278,3.030
277,574,278,3.030
278,572,278,3.030
279,570,278,4.285
280,568,276,3.030
281,566,276,3.030
282,564,276,3.030
283,562,276,3.030
284,560,276,3.030
285,558,276,4.285
286,556,274,3.030
287,554,274,3.030
288,552,274,3.030
289,550,274,3.030
290,548,274,3.030
291,546,274,3.030
292,544,274,3.030
293,542,274,3.030
294,540,274,3.030
295,538,274,3.030
296,536,274,3.030
297,534,274,3.030
298,532,274,3.030
299,530,274,3.030
300,528,274,4.285
301,526,272,3.030
302,524,272,3.030
303,522,272,3.030
304,520,272,3.030
305,518,272,3.030
306,516,272,4.285
307,514,270,3.030
308,512,270,3.030
309,510,270,3.030
310,508,270,3.030
311,506,270,3.030
312,504,270,3.030
313,502,270,3.030
314,500,270,4.285
315,498,268,3.030
316,496,268,3.030
317,494,268,3.030
318,492,268,3.030
319,490,268,3.030
320,488,268,3.030
321,486,268,3.030
322,484,268,3.030
323,482,268,4.285
324,480,266,3.030
325,478,266,3.030
326,476,266,3.030
327,474,266,3.030
328,472,266,3.030
329,470,266,3.030
330,468,266,3.030
