 ,Position,Intensity
1,0.000,8.625
2,1.515,8.641
3,3.030,8.381
4,4.545,7.402
5,6.061,7.535
6,7.576,7.578
7,9.091,8.141
8,10.606,8.185
9,12.121,7.695
10,13.636,7.609
11,15.152,7.623
12,16.667,8.569
13,18.182,8.149
14,19.697,8.602
15,21.212,8.315
16,22.727,8.230
17,24.242,8.813
18,25.758,8.545
19,27.273,8.039
20,28.788,8.230
21,30.303,8.343
22,31.818,8.032
23,33.333,8.728
24,34.848,8.204
25,36.364,7.838
26,37.879,7.749
27,39.394,8.004
28,40.909,8.023
29,42.424,8.109
30,43.939,8.282
31,45.455,7.915
32,46.970,8.783
33,48.485,8.232
34,50.000,8.244
35,51.515,8.080
36,53.030,8.400
37,54.545,8.447
38,56.061,8.179
39,57.576,8.094
40,59.091,8.376
41,60.606,8.361
42,62.121,8.101
43,63.636,8.174
44,65.152,7.915
45,66.667,8.720
46,68.182,8.105
47,69.697,8.195
48,71.212,8.104
49,72.727,8.301
50,74.242,7.900
51,75.758,8.137
52,77.273,7.859
53,78.788,8.262
54,80.303,7.855
55,81.818,7.579
56,83.333,7.905
57,84.848,7.776
58,86.364,7.584
59,87.879,7.449
60,89.394,7.555
61,90.909,7.352
62,92.424,7.639
63,93.939,7.903
64,95.455,7.947
65,96.970,7.682
66,98.485,8.239
67,100.000,7.974
68,101.515,7.520
69,103.030,7.806
70,104.545,7.417
71,106.061,7.458
72,107.576,7.773
73,109.091,7.458
74,110.606,7.709
75,112.121,7.427
76,113.636,7.523
77,115.152,7.032
78,116.667,7.978
79,118.182,7.597
80,119.697,8.135
81,121.212,7.575
82,122.727,7.776
83,124.242,7.839
84,125.758,8.103
85,127.273,7.788
86,128.788,8.433
87,130.303,7.942
88,131.818,8.837
89,133.333,8.147
90,134.848,8.276
91,136.364,7.889
92,137.879,8.441
93,139.394,7.819
94,140.909,8.926
95,142.424,7.919
96,143.939,8.550
97,145.455,8.149
98,146.970,8.167
99,148.485,8.288
100,150.000,8.732
101,151.515,8.646
102,153.030,9.444
103,154.545,9.021
104,156.061,8.883
105,157.576,8.414
106,159.091,7.687
107,160.606,8.432
108,162.121,8.967
109,163.636,8.419
110,165.152,7.791
111,166.667,8.686
112,168.182,8.800
113,169.697,7.396
114,171.212,7.878
115,172.727,7.256
116,174.242,8.076
117,175.758,7.456
118,177.273,6.450
119,178.788,6.103
120,180.303,7.097
121,181.818,8.212
122,183.333,6.957
123,184.848,7.208
124,186.364,6.736
125,187.879,7.630
126,189.394,6.953
127,190.909,7.314
128,192.424,7.950
129,193.939,7.434
130,195.455,7.693
131,196.970,7.203
132,198.485,7.635
133,200.000,6.836
134,201.515,6.803
135,203.030,6.467
136,204.545,6.481
137,206.061,6.870
138,207.576,5.865
139,209.091,6.481
140,210.606,5.555
141,212.121,6.554
142,213.636,5.428
143,215.152,5.892
144,216.667,5.310
145,218.182,5.744
146,219.697,5.127
147,221.212,5.266
148,222.727,5.015
149,224.242,5.300
150,225.758,5.046
151,227.273,5.045
152,228.788,5.149
153,230.303,4.988
154,231.818,5.074
155,233.333,5.243
156,234.848,4.967
157,236.364,5.016
158,237.879,5.020
159,239.394,4.909
160,240.909,4.966
161,242.424,5.147
162,243.939,5.362
163,245.455,5.214
164,246.970,5.079
165,248.485,5.230
166,250.000,5.187
167,251.515,5.236
168,253.030,5.311
169,254.545,5.200
170,256.061,4.875
171,257.576,5.621
