 ,X,Y,Length
1,572,50,3.030
2,574,50,4.285
3,576,52,3.030
4,576,54,4.285
5,578,56,3.030
6,580,56,3.030
7,580,58,4.285
8,582,60,3.030
9,582,62,3.030
10,584,62,3.030
11,584,64,4.285
12,586,66,4.285
13,588,68,3.030
14,588,70,4.285
15,590,72,3.030
16,590,74,4.285
17,592,76,4.285
18,594,78,4.285
19,596,80,3.030
20,596,82,3.030
21,598,82,3.030
22,598,84,3.030
23,600,84,3.030
24,600,86,3.030
25,602,86,3.030
26,602,88,3.030
27,604,88,4.285
28,606,90,3.030
29,606,92,3.030
30,608,92,4.285
31,610,94,4.285
32,612,96,3.030
33,614,96,3.030
34,614,98,3.030
35,616,98,4.285
36,618,100,4.285
37,620,102,3.030
38,620,104,3.030
39,622,104,3.030
40,622,106,3.030
41,624,106,3.030
42,624,108,3.030
43,626,108,3.030
44,626,110,4.285
45,628,112,3.030
46,628,114,3.030
47,630,114,3.030
48,630,116,4.285
49,632,118,3.030
50,632,120,3.030
51,634,120,3.030
52,634,122,4.285
53,636,124,3.030
54,638,124,3.030
55,638,126,4.285
56,640,128,4.285
57,642,130,3.030
58,642,132,3.030
59,644,132,3.030
60,644,134,4.285
61,646,136,4.285
62,648,138,3.030
63,648,140,3.030
64,650,140,3.030
65,650,142,3.030
66,652,142,3.030
67,652,144,3.030
68,652,146,3.030
69,654,146,3.030
70,654,148,3.030
71,656,148,3.030
72,656,150,4.285
73,658,152,3.030
74,658,154,3.030
75,660,154,3.030
76,660,156,4.285
77,662,158,3.030
78,662,160,3.030
79,664,160,4.285
80,666,162,3.030
81,666,164,4.285
82,668,166,4.285
83,670,168,3.030
84,670,170,4.285
85,672,172,4.285
86,674,174,3.030
87,674,176,3.030
88,676,176,3.030
89,676,178,3.030
90,678,178,3.030
91,678,180,3.030
92,680,180,3.030
93,680,182,3.030
94,682,182,3.030
95,682,184,3.030
96,684,184,3.030
97,684,186,4.285
98,686,188,3.030
99,688,188,3.030
100,688,190,4.285
101,690,192,3.030
102,692,192,3.030
103,692,194,3.030
104,694,194,3.030
105,694,196,3.030
106,696,196,3.030
107,696,198,3.030
108,698,198,3.030
109,698,200,3.030
110,700,200,3.030
111,700,202,3.030
112,702,202,4.285
113,704,204,3.030
114,706,204,4.285
115,708,206,4.285
116,710,208,3.030
117,712,208,4.285
118,714,210,3.030
119,716,210,4.285
120,718,212,3.030
121,720,212,4.285
122,722,214,3.030
123,724,214,3.030
