 ,X,Y,Length
1,774,202,3.030
2,774,204,3.030
3,774,206,3.030
4,774,208,4.285
5,776,210,3.030
6,776,212,3.030
7,776,214,4.285
8,778,216,3.030
9,778,218,4.285
10,780,220,4.285
11,782,222,3.030
12,782,224,3.030
13,782,226,6.776
14,784,230,3.030
15,784,232,3.030
16,784,234,4.285
17,786,236,3.030
18,786,238,3.030
19,786,240,3.030
20,788,240,3.030
21,788,242,3.030
22,788,244,3.030
23,788,246,3.030
24,790,246,3.030
25,790,248,3.030
26,790,250,4.285
27,792,252,3.030
28,792,254,3.030
29,792,256,3.030
30,794,256,3.030
31,794,258,3.030
32,794,260,3.030
33,794,262,3.030
34,796,262,3.030
35,796,264,3.030
36,796,266,3.030
37,796,268,4.285
38,798,270,3.030
39,798,272,3.030
40,798,274,3.030
41,800,274,3.030
42,800,276,3.030
43,800,278,3.030
44,800,280,4.285
45,802,282,3.030
46,802,284,3.030
47,802,286,4.285
48,804,288,4.285
49,806,290,3.030
50,806,292,3.030
51,806,294,4.285
52,808,296,3.030
53,808,298,3.030
54,808,300,3.030
55,810,300,3.030
56,810,302,3.030
57,810,304,3.030
58,810,306,4.285
59,812,308,3.030
60,812,310,3.030
61,812,312,3.030
62,812,314,3.030
63,812,316,3.030
64,812,318,3.030
65,814,318,3.030
66,814,320,3.030
67,814,322,3.030
68,814,324,3.030
69,814,326,3.030
70,814,328,4.285
71,816,330,3.030
72,816,332,3.030
73,816,334,4.285
74,818,336,3.030
75,818,338,3.030
76,818,340,3.030
77,820,340,3.030
78,820,342,3.030
79,820,344,3.030
80,820,346,3.030
81,822,346,3.030
82,822,348,3.030
83,822,350,3.030
84,824,350,3.030
85,824,352,3.030
86,824,354,3.030
87,824,356,3.030
88,824,358,3.030
89,826,358,3.030
90,826,360,3.030
91,826,362,4.285
92,828,364,3.030
93,828,366,3.030
94,828,368,3.030
95,828,370,4.285
96,830,372,3.030
97,830,374,4.285
98,832,376,3.030
99,832,378,3.030
100,832,380,3.030
101,834,380,3.030
102,834,382,4.285
103,836,384,3.030
104,836,386,3.030
105,836,388,4.285
106,838,390,3.030
107,838,392,3.030
108,840,392,3.030
109,840,394,3.030
110,840,396,3.030
111,842,396,3.030
112,842,398,3.030
113,842,400,3.030
114,842,402,3.030
115,844,402,3.030
116,844,404,3.030
117,844,406,3.030
118,844,408,3.030
119,844,410,4.285
120,846,412,3.030
121,846,414,3.030
122,846,416,3.030
123,846,418,3.030
124,846,420,3.030
125,846,422,3.030
126,846,424,3.030
127,846,426,3.030
128,846,428,3.030
129,846,430,3.030
130,846,432,3.030
131,846,434,3.030
132,846,436,3.030
133,846,438,3.030
134,846,440,3.030
135,846,442,3.030
136,846,444,3.030
137,846,446,3.030
138,846,448,3.030
139,846,450,3.030
140,846,452,3.030
141,846,454,3.030
142,846,456,3.030
143,846,458,3.030
144,846,460,3.030
145,846,462,3.030
146,846,464,3.030
147,846,466,3.030
148,846,468,3.030
149,846,470,3.030
150,846,472,3.030
151,844,472,3.030
152,844,474,3.030
153,844,476,3.030
154,844,478,3.030
155,844,480,3.030
156,844,482,3.030
157,844,484,4.285
158,842,486,3.030
159,842,488,3.030
160,842,490,6.061
161,842,494,4.285
162,840,496,3.030
163,840,498,6.776
164,838,502,6.061
165,838,506,3.030
166,838,508,6.776
167,836,512,3.030
168,836,514,3.030
169,836,516,3.030
170,836,518,3.030
171,836,520,3.030
172,836,522,6.061
173,836,526,6.061
174,836,530,4.285
175,834,532,3.030
176,834,534,4.285
177,832,536,3.030
178,832,538,4.285
179,830,540,3.030
180,830,542,3.030
181,830,544,3.030
182,830,546,3.030
183,830,548,4.285
184,828,550,3.030
185,828,552,6.776
186,826,556,3.030
187,826,558,6.776
188,824,562,4.285
189,822,564,6.061
190,822,568,6.776
191,820,572,4.285
192,818,574,6.061
193,818,578,4.285
194,816,580,3.030
195,816,582,4.285
196,814,584,6.061
197,814,588,4.285
198,812,590,3.030
199,812,592,4.285
200,810,594,6.776
201,808,598,3.030
202,808,600,6.776
203,806,604,3.030
204,806,606,4.285
205,804,608,3.030
206,804,610,4.285
207,802,612,3.030
208,802,614,4.285
209,800,616,3.030
210,800,618,4.285
211,798,620,3.030
212,798,622,3.030
213,798,624,3.030
214,796,624,3.030
215,796,626,4.285
216,794,628,3.030
217,794,630,4.285
218,792,632,3.030
219,792,634,3.030
220,790,634,3.030
221,790,636,3.030
222,790,638,4.285
223,788,640,3.030
224,788,642,4.285
225,786,644,3.030
226,786,646,3.030
227,784,646,3.030
228,784,648,3.030
229,784,650,4.285
230,782,652,3.030
231,782,654,4.285
232,780,656,3.030
233,780,658,4.285
234,778,660,4.285
235,776,662,4.285
236,774,664,4.285
237,772,666,4.285
238,770,668,3.030
239,770,670,3.030
240,770,672,3.030
241,768,672,3.030
242,768,674,3.030
243,766,674,3.030
244,766,676,4.285
245,764,678,3.030
246,764,680,4.285
247,762,682,4.285
248,760,684,3.030
249,760,686,4.285
250,758,688,3.030
251,758,690,4.285
252,756,692,3.030
253,756,694,3.030
254,754,694,3.030
255,754,696,4.285
256,752,698,3.030
257,752,700,4.285
258,750,702,3.030
259,750,704,4.285
260,748,706,3.030
261,748,708,4.285
262,746,710,4.285
263,744,712,4.285
264,742,714,3.030
265,742,716,3.030
266,740,716,3.030
267,740,718,4.285
268,738,720,3.030
269,738,722,3.030
270,736,722,4.285
271,734,724,3.030
272,734,726,4.285
273,732,728,3.030
274,732,730,4.285
275,730,732,4.285
276,728,734,3.030
277,728,736,4.285
