 ,Position,Intensity
1,0.000,10.867
2,1.515,11.133
3,3.030,11.267
4,4.545,10.867
5,6.061,11.033
6,7.576,11.267
7,9.091,10.967
8,10.606,11.000
9,12.121,11.133
10,13.636,10.867
11,15.152,10.933
12,16.667,10.500
13,18.182,10.700
14,19.697,10.133
15,21.212,10.233
16,22.727,9.967
17,24.242,10.133
18,25.758,10.233
19,27.273,10.433
20,28.788,10.933
21,30.303,11.000
22,31.818,10.633
23,33.333,10.733
24,34.848,11.200
25,36.364,11.133
26,37.879,10.867
27,39.394,10.500
28,40.909,10.000
29,42.424,10.033
30,43.939,10.067
31,45.455,9.567
32,46.970,9.467
33,48.485,9.367
34,50.000,9.600
35,51.515,9.167
36,53.030,8.833
37,54.545,8.700
38,56.061,8.301
39,57.576,8.268
40,59.091,8.035
41,60.606,8.332
42,62.121,7.780
43,63.636,7.957
44,65.152,7.645
45,66.667,7.942
46,68.182,7.711
47,69.697,7.570
48,71.212,7.523
49,72.727,7.636
50,74.242,7.878
51,75.758,7.328
52,77.273,7.886
53,78.788,7.947
54,80.303,7.517
55,81.818,7.356
56,83.333,7.365
57,84.848,7.449
58,86.364,7.463
59,87.879,7.577
60,89.394,7.618
61,90.909,7.456
62,92.424,7.114
63,93.939,7.001
64,95.455,6.772
65,96.970,7.215
66,98.485,7.091
67,100.000,7.055
68,101.515,7.138
69,103.030,7.163
70,104.545,6.996
71,106.061,7.226
72,107.576,7.472
73,109.091,7.936
74,110.606,7.437
75,112.121,7.316
76,113.636,7.682
77,115.152,7.276
78,116.667,7.243
79,118.182,7.123
80,119.697,7.123
81,121.212,7.146
82,122.727,7.080
83,124.242,7.112
84,125.758,6.806
85,127.273,6.800
86,128.788,6.739
87,130.303,6.640
88,131.818,6.678
89,133.333,6.539
90,134.848,6.427
91,136.364,6.467
92,137.879,6.334
93,139.394,6.136
94,140.909,6.053
95,142.424,6.081
96,143.939,5.973
97,145.455,5.810
98,146.970,5.793
99,148.485,5.630
100,150.000,5.835
101,151.515,5.762
102,153.030,6.154
103,154.545,6.495
104,156.061,6.201
105,157.576,5.813
106,159.091,6.030
107,160.606,5.945
108,162.121,6.236
109,163.636,6.236
110,165.152,6.267
111,166.667,6.246
112,168.182,6.355
113,169.697,6.312
