 ,Position,Intensity
1,0.000,16.885
2,1.515,15.404
3,3.030,14.140
4,4.545,13.132
5,6.061,13.094
6,7.576,12.989
7,9.091,12.989
8,10.606,12.834
9,12.121,13.036
10,13.636,13.111
11,15.152,12.507
12,16.667,12.793
13,18.182,12.065
14,19.697,12.000
15,21.212,11.944
16,22.727,11.775
17,24.242,11.745
18,25.758,10.752
19,27.273,10.353
20,28.788,10.558
21,30.303,10.220
22,31.818,10.669
23,33.333,10.583
24,34.848,10.457
25,36.364,9.819
26,37.879,8.869
27,39.394,9.076
28,40.909,9.218
29,42.424,9.559
30,43.939,9.647
31,45.455,9.054
32,46.970,9.215
33,48.485,9.897
34,50.000,10.019
35,51.515,9.973
36,53.030,10.392
37,54.545,10.516
38,56.061,10.649
39,57.576,10.451
40,59.091,10.920
41,60.606,10.586
42,62.121,10.179
43,63.636,10.267
44,65.152,10.242
45,66.667,10.152
46,68.182,10.780
47,69.697,9.536
48,71.212,9.756
49,72.727,9.555
50,74.242,10.227
51,75.758,10.104
52,77.273,9.980
53,78.788,9.661
54,80.303,10.055
55,81.818,9.338
56,83.333,9.148
57,84.848,8.895
58,86.364,9.224
59,87.879,9.900
60,89.394,9.776
61,90.909,9.949
62,92.424,9.927
63,93.939,9.787
64,95.455,9.738
65,96.970,9.873
66,98.485,9.631
67,100.000,8.558
68,101.515,9.279
69,103.030,9.638
70,104.545,9.315
71,106.061,9.379
72,107.576,8.919
73,109.091,9.110
74,110.606,9.854
75,112.121,8.953
76,113.636,9.165
77,115.152,9.776
78,116.667,8.890
79,118.182,8.868
80,119.697,8.680
81,121.212,8.694
82,122.727,8.706
83,124.242,9.660
84,125.758,9.929
85,127.273,8.516
86,128.788,8.864
87,130.303,8.765
88,131.818,8.725
89,133.333,8.843
90,134.848,8.931
91,136.364,9.102
92,137.879,8.724
93,139.394,8.452
94,140.909,8.770
95,142.424,9.009
96,143.939,8.822
97,145.455,8.786
98,146.970,8.354
99,148.485,8.601
100,150.000,8.796
101,151.515,8.700
102,153.030,8.827
103,154.545,8.848
104,156.061,8.869
105,157.576,8.613
106,159.091,8.449
107,160.606,9.303
108,162.121,8.929
109,163.636,9.106
110,165.152,9.294
111,166.667,8.993
112,168.182,8.895
113,169.697,8.946
114,171.212,9.336
115,172.727,9.066
116,174.242,8.900
117,175.758,8.680
118,177.273,9.324
119,178.788,8.959
120,180.303,8.789
121,181.818,8.752
122,183.333,8.709
123,184.848,8.641
124,186.364,9.571
125,187.879,8.904
126,189.394,8.846
127,190.909,8.602
128,192.424,8.452
129,193.939,9.058
130,195.455,8.582
131,196.970,8.336
132,198.485,8.556
133,200.000,8.508
134,201.515,8.416
135,203.030,8.279
136,204.545,8.058
137,206.061,8.385
138,207.576,8.293
139,209.091,8.232
140,210.606,8.360
141,212.121,8.541
142,213.636,8.338
143,215.152,7.938
144,216.667,8.010
145,218.182,8.117
146,219.697,7.993
147,221.212,8.227
148,222.727,8.081
149,224.242,8.052
150,225.758,7.994
151,227.273,7.537
152,228.788,7.480
153,230.303,7.420
154,231.818,7.493
155,233.333,7.115
156,234.848,7.347
157,236.364,7.354
158,237.879,7.073
159,239.394,6.912
160,240.909,6.869
161,242.424,7.235
162,243.939,7.221
163,245.455,7.105
164,246.970,7.177
165,248.485,7.063
166,250.000,7.261
167,251.515,7.298
168,253.030,7.396
169,254.545,7.414
170,256.061,7.372
171,257.576,7.511
172,259.091,7.407
173,260.606,7.324
174,262.121,7.087
175,263.636,7.432
176,265.152,7.325
177,266.667,7.479
178,268.182,6.925
179,269.697,6.853
180,271.212,6.926
181,272.727,6.973
182,274.242,7.153
183,275.758,7.040
184,277.273,6.827
185,278.788,6.875
186,280.303,6.995
187,281.818,6.999
188,283.333,6.907
189,284.848,6.847
190,286.364,6.876
191,287.879,7.045
192,289.394,6.973
193,290.909,6.924
194,292.424,6.906
195,293.939,6.972
196,295.455,7.123
197,296.970,7.012
198,298.485,6.870
199,300.000,7.075
200,301.515,6.954
201,303.030,7.112
202,304.545,6.932
203,306.061,6.815
204,307.576,7.048
205,309.091,6.899
206,310.606,6.740
207,312.121,6.945
208,313.636,6.903
209,315.152,6.645
210,316.667,6.917
211,318.182,6.896
212,319.697,6.795
213,321.212,6.826
214,322.727,6.776
215,324.242,6.686
216,325.758,6.792
217,327.273,6.506
218,328.788,6.723
219,330.303,6.575
220,331.818,6.783
221,333.333,6.745
222,334.848,6.633
223,336.364,6.678
224,337.879,6.694
225,339.394,6.754
226,340.909,6.449
227,342.424,6.513
228,343.939,6.432
229,345.455,6.346
230,346.970,6.364
231,348.485,6.489
232,350.000,6.452
233,351.515,6.596
234,353.030,6.452
235,354.545,6.582
236,356.061,6.523
237,357.576,6.608
238,359.091,6.711
239,360.606,6.469
240,362.121,6.573
241,363.636,6.374
242,365.152,6.490
243,366.667,6.786
244,368.182,6.724
245,369.697,6.761
246,371.212,6.523
247,372.727,6.928
248,374.242,7.475
249,375.758,6.844
250,377.273,6.770
251,378.788,6.744
252,380.303,6.652
253,381.818,6.765
254,383.333,6.977
255,384.848,6.607
256,386.364,6.657
257,387.879,6.700
258,389.394,6.923
259,390.909,6.472
260,392.424,6.566
261,393.939,6.740
262,395.455,6.564
263,396.970,6.703
264,398.485,6.664
265,400.000,7.316
266,401.515,6.539
267,403.030,6.629
268,404.545,8.168
269,406.061,6.580
270,407.576,6.349
271,409.091,6.795
272,410.606,6.773
273,412.121,7.639
274,413.636,9.035
275,415.152,6.778
276,416.667,6.693
277,418.182,6.788
278,419.697,7.810
279,421.212,6.805
280,422.727,6.737
281,424.242,6.610
282,425.758,6.463
283,427.273,6.809
284,428.788,6.439
285,430.303,6.554
286,431.818,6.572
287,433.333,6.884
288,434.848,6.466
289,436.364,6.685
290,437.879,6.820
291,439.394,6.645
292,440.909,6.807
293,442.424,6.899
294,443.939,6.850
295,445.455,6.779
296,446.970,6.704
297,448.485,6.836
298,450.000,6.611
299,451.515,6.899
300,453.030,6.532
301,454.545,6.717
302,456.061,6.554
303,457.576,6.823
304,459.091,6.606
305,460.606,6.611
306,462.121,7.000
307,463.636,11.264
308,465.152,7.511
309,466.667,7.762
310,468.182,6.999
311,469.697,6.750
312,471.212,6.636
313,472.727,7.008
314,474.242,6.588
315,475.758,9.314
316,477.273,6.657
317,478.788,7.022
318,480.303,6.684
319,481.818,7.502
320,483.333,6.653
321,484.848,7.169
322,486.364,7.471
323,487.879,6.768
324,489.394,7.101
325,490.909,6.787
326,492.424,6.860
327,493.939,6.732
328,495.455,7.104
329,496.970,6.664
330,498.485,6.730
331,500.000,6.872
332,501.515,7.061
333,503.030,7.807
334,504.545,7.070
335,506.061,6.950
336,507.576,7.008
337,509.091,6.975
338,510.606,6.928
339,512.121,6.960
340,513.636,7.136
341,515.151,6.867
342,516.667,7.385
343,518.182,7.871
344,519.697,6.667
345,521.212,7.065
346,522.727,7.176
347,524.242,7.169
348,525.758,6.652
349,527.273,6.706
350,528.788,7.904
351,530.303,7.873
352,531.818,6.856
353,533.333,7.213
354,534.849,7.078
355,536.364,6.720
356,537.879,6.853
357,539.394,7.038
358,540.909,6.861
359,542.424,6.942
360,543.939,6.765
361,545.455,6.948
362,546.970,7.416
363,548.485,6.723
364,550.000,6.771
365,551.515,6.863
366,553.030,8.087
367,554.545,8.010
368,556.061,7.261
369,557.576,7.911
370,559.091,6.785
371,560.606,7.191
372,562.121,7.270
373,563.636,6.141
374,565.151,6.519
375,566.667,6.345
376,568.182,6.637
377,569.697,6.640
378,571.212,6.192
379,572.727,6.387
380,574.242,6.303
381,575.758,7.445
382,577.273,6.797
383,578.788,6.426
384,580.303,6.360
385,581.818,6.355
386,583.333,6.251
387,584.849,6.224
388,586.364,6.259
389,587.879,6.150
390,589.394,6.215
391,590.909,6.362
392,592.424,6.326
393,593.939,6.323
394,595.455,6.362
395,596.970,6.411
396,598.485,6.198
397,600.000,6.258
398,601.515,6.589
399,603.030,6.069
400,604.545,6.265
401,606.061,6.296
402,607.576,6.161
403,609.091,6.295
404,610.606,6.200
405,612.121,6.155
406,613.636,6.018
407,615.151,6.067
408,616.667,6.107
409,618.182,6.236
410,619.697,6.075
411,621.212,6.171
412,622.727,6.239
413,624.242,6.002
414,625.758,6.119
415,627.273,6.219
416,628.788,6.084
417,630.303,6.242
418,631.818,6.354
419,633.333,6.302
420,634.849,5.801
421,636.364,6.102
422,637.879,6.048
423,639.394,6.290
424,640.909,6.379
425,642.424,6.176
426,643.939,6.047
427,645.455,6.083
428,646.970,6.329
429,648.485,6.178
430,650.000,6.050
431,651.515,6.147
432,653.030,6.160
433,654.545,6.090
434,656.061,6.815
435,657.576,6.289
436,659.091,6.125
437,660.606,6.145
438,662.121,6.088
439,663.636,6.147
440,665.151,6.106
441,666.667,6.093
442,668.182,5.862
443,669.697,6.318
444,671.212,5.973
445,672.727,5.828
446,674.242,6.038
447,675.758,5.973
448,677.273,5.793
449,678.788,5.990
450,680.303,6.086
451,681.818,6.043
452,683.333,6.089
453,684.849,6.126
454,686.364,5.921
455,687.879,5.907
456,689.394,5.940
457,690.909,5.964
458,692.424,5.929
459,693.939,5.846
460,695.455,5.836
461,696.970,6.108
462,698.485,6.132
463,700.000,5.806
464,701.515,6.156
465,703.030,7.254
466,704.545,8.165
467,706.061,7.289
468,707.576,6.253
469,709.091,6.523
470,710.606,6.521
471,712.121,9.055
472,713.636,6.066
473,715.151,6.370
474,716.667,6.150
475,718.182,6.235
476,719.697,6.427
477,721.212,5.974
478,722.727,5.965
479,724.242,6.349
480,725.758,6.047
481,727.273,6.168
482,728.788,6.046
483,730.303,5.900
484,731.818,6.068
485,733.333,6.168
486,734.849,6.157
487,736.364,6.071
488,737.879,6.005
489,739.394,6.158
490,740.909,6.242
491,742.424,6.084
492,743.939,5.988
493,745.455,6.181
494,746.970,6.248
495,748.485,6.108
496,750.000,6.081
497,751.515,6.370
498,753.030,6.054
499,754.545,5.683
500,756.061,5.968
501,757.576,5.882
502,759.091,6.151
503,760.606,6.413
504,762.121,6.300
505,763.636,7.465
506,765.151,6.349
507,766.667,10.185
508,768.182,6.078
509,769.697,6.763
510,771.212,6.313
511,772.727,5.896
512,774.242,5.666
513,775.758,5.381
514,777.273,6.335
515,778.788,6.865
516,780.303,14.554
517,781.818,10.030
518,783.333,5.423
519,784.849,6.258
520,786.364,5.951
521,787.879,6.665
522,789.394,6.614
523,790.909,6.126
524,792.424,5.672
525,793.939,5.730
526,795.455,6.263
527,796.970,6.610
528,798.485,6.288
529,800.000,6.954
530,801.515,7.157
531,803.030,6.376
532,804.545,5.844
533,806.061,5.761
534,807.576,6.599
535,809.091,6.298
536,810.606,7.072
537,812.121,7.633
538,813.636,7.928
539,815.151,7.178
540,816.667,7.398
541,818.182,9.083
542,819.697,8.498
543,821.212,6.696
544,822.727,6.066
545,824.242,6.099
546,825.758,6.067
547,827.273,6.180
548,828.788,6.446
549,830.303,6.616
550,831.818,6.666
551,833.333,6.684
552,834.849,8.866
553,836.364,8.790
554,837.879,6.314
555,839.394,6.384
556,840.909,6.399
557,842.424,6.724
558,843.939,6.920
559,845.455,6.849
560,846.970,6.803
561,848.485,7.023
562,850.000,7.027
563,851.515,7.540
564,853.030,7.965
565,854.545,7.077
566,856.061,6.813
567,857.576,6.691
568,859.091,6.401
569,860.606,6.302
570,862.121,6.201
571,863.636,6.103
572,865.151,6.229
573,866.667,6.359
574,868.182,6.154
575,869.697,6.140
576,871.212,6.359
577,872.727,6.355
578,874.242,5.946
579,875.758,6.148
580,877.273,6.471
581,878.788,6.494
582,880.303,7.082
583,881.818,6.937
584,883.333,6.380
585,884.849,6.610
586,886.364,6.351
