 ,X,Y,Length
1,488,320,3.030
2,488,322,3.030
3,488,324,3.030
4,490,324,3.030
5,490,326,4.285
6,492,328,4.285
7,494,330,4.285
8,496,332,3.030
9,496,334,4.285
10,498,336,4.285
11,500,338,3.030
12,500,340,3.030
13,502,340,3.030
14,502,342,3.030
15,504,342,3.030
16,504,344,3.030
17,506,344,4.285
18,508,346,4.285
19,510,348,4.285
20,512,350,3.030
21,514,350,3.030
22,514,352,3.030
23,516,352,3.030
24,516,354,3.030
25,518,354,3.030
26,518,356,3.030
27,520,356,3.030
28,520,358,3.030
29,522,358,3.030
30,522,360,3.030
31,524,360,3.030
32,524,362,3.030
33,526,362,3.030
34,526,364,3.030
35,528,364,3.030
36,528,366,4.285
37,530,368,4.285
38,532,370,3.030
39,534,370,3.030
40,534,372,3.030
41,536,372,4.285
42,538,374,3.030
43,538,376,3.030
44,540,376,3.030
45,540,378,3.030
46,542,378,3.030
47,542,380,3.030
48,544,380,4.285
49,546,382,3.030
50,546,384,3.030
51,548,384,3.030
52,550,384,3.030
53,550,386,3.030
54,552,386,4.285
55,554,388,3.030
56,556,388,3.030
57,556,390,3.030
58,558,390,3.030
59,560,390,3.030
60,560,392,3.030
61,562,392,4.285
62,564,394,4.285
63,566,396,3.030
64,568,396,3.030
65,568,398,3.030
66,570,398,3.030
67,570,400,3.030
68,572,400,3.030
69,572,402,3.030
70,574,402,3.030
71,576,402,3.030
72,576,404,3.030
73,578,404,3.030
74,580,404,3.030
75,580,406,3.030
76,582,406,3.030
77,584,406,3.030
78,584,408,3.030
79,586,408,4.285
80,588,410,3.030
81,590,410,3.030
82,590,412,3.030
83,592,412,3.030
84,594,412,3.030
85,594,414,3.030
86,596,414,4.285
87,598,416,3.030
88,600,416,3.030
89,602,416,3.030
90,602,418,3.030
91,604,418,4.285
92,606,420,3.030
93,608,420,3.030
94,608,422,3.030
95,610,422,3.030
96,612,422,4.285
97,614,424,3.030
98,616,424,3.030
99,616,426,3.030
100,618,426,4.285
101,620,428,3.030
102,622,428,3.030
103,622,430,3.030
104,624,430,3.030
105,624,432,3.030
106,626,432,4.285
107,628,434,4.285
108,630,436,4.285
109,632,438,3.030
110,634,438,3.030
111,634,440,3.030
112,636,440,4.285
113,638,442,3.030
114,640,442,3.030
115,640,444,3.030
116,642,444,3.030
117,642,446,3.030
118,644,446,3.030
119,644,448,3.030
120,646,448,4.285
121,648,450,4.285
122,650,452,3.030
123,652,452,3.030
124,652,454,3.030
125,654,454,3.030
126,654,456,3.030
127,656,456,4.285
128,658,458,3.030
129,660,458,3.030
130,660,460,3.030
131,662,460,3.030
132,662,462,3.030
133,664,462,3.030
134,664,464,3.030
135,666,464,3.030
136,666,466,3.030
137,668,466,3.030
138,668,468,3.030
139,670,468,3.030
140,670,470,3.030
141,672,470,3.030
142,672,472,3.030
143,672,474,3.030
144,674,474,3.030
145,674,476,3.030
146,676,476,3.030
147,676,478,3.030
148,678,478,3.030
149,678,480,4.285
150,680,482,3.030
151,680,484,3.030
152,682,484,3.030
153,682,486,3.030
154,684,486,3.030
155,684,488,4.285
156,686,490,3.030
157,686,492,4.285
158,688,494,3.030
159,688,496,4.285
160,690,498,3.030
161,690,500,4.285
162,692,502,3.030
163,692,504,4.285
164,694,506,3.030
165,694,508,4.285
166,696,510,3.030
167,696,512,3.030
168,698,512,3.030
169,698,514,3.030
170,698,516,3.030
171,700,516,3.030
172,700,518,3.030
173,700,520,3.030
174,702,520,3.030
175,702,522,4.285
176,704,524,3.030
177,704,526,3.030
178,706,526,3.030
179,706,528,3.030
180,706,530,4.285
181,708,532,3.030
182,708,534,4.285
183,710,536,3.030
184,710,538,3.030
185,710,540,3.030
186,710,542,3.030
187,712,542,3.030
188,712,544,3.030
189,712,546,3.030
190,712,548,3.030
191,712,550,3.030
192,712,552,3.030
193,712,554,3.030
194,712,556,3.030
195,712,558,3.030
196,712,560,3.030
197,712,562,3.030
198,712,564,3.030
199,712,566,3.030
200,712,568,3.030
201,712,570,3.030
202,712,572,3.030
203,710,572,3.030
204,710,574,3.030
205,710,576,3.030
206,710,578,4.285
207,708,580,3.030
208,708,582,3.030
209,708,584,3.030
210,708,586,3.030
211,706,586,3.030
212,706,588,3.030
213,706,590,3.030
214,704,590,3.030
215,704,592,3.030
216,704,594,4.285
217,702,596,4.285
218,700,598,3.030
219,700,600,4.285
220,698,602,4.285
221,696,604,3.030
222,696,606,4.285
223,694,608,3.030
224,694,610,3.030
225,692,610,3.030
226,692,612,3.030
227,690,612,3.030
228,690,614,3.030
229,690,616,3.030
230,688,616,3.030
231,688,618,4.285
232,686,620,4.285
233,684,622,3.030
234,684,624,4.285
235,682,626,4.285
236,680,628,3.030
237,680,630,3.030
238,678,630,3.030
239,678,632,3.030
240,676,632,3.030
241,676,634,4.285
242,674,636,4.285
243,672,638,4.285
244,670,640,3.030
245,670,642,3.030
246,668,642,3.030
247,668,644,3.030
248,666,644,3.030
249,666,646,3.030
250,664,646,3.030
251,664,648,3.030
252,662,648,3.030
253,662,650,3.030
254,660,650,3.030
255,660,652,4.285
256,658,654,4.285
257,656,656,3.030
258,656,658,3.030
259,654,658,3.030
260,654,660,4.285
261,652,662,3.030
262,652,664,4.285
263,650,666,4.285
264,648,668,3.030
265,648,670,4.285
266,646,672,4.285
267,644,674,3.030
268,644,676,3.030
269,642,676,3.030
270,642,678,4.285
271,640,680,4.285
272,638,682,4.285
273,636,684,4.285
274,634,686,3.030
275,632,686,3.030
276,632,688,4.285
277,630,690,4.285
278,628,692,3.030
279,626,692,4.285
280,624,694,4.285
281,622,696,3.030
282,620,696,4.285
283,618,698,4.285
284,616,700,4.285
285,614,702,3.030
286,612,702,3.030
287,610,702,4.285
288,608,704,4.285
289,606,706,3.030
290,604,706,3.030
291,604,708,3.030
292,602,708,4.285
293,600,710,3.030
294,598,710,4.285
295,596,712,3.030
296,594,712,4.285
297,592,714,3.030
298,590,714,3.030
299,590,716,3.030
300,588,716,3.030
301,586,716,3.030
302,584,716,4.285
303,582,718,3.030
304,580,718,4.285
305,578,720,3.030
306,576,720,4.285
307,574,722,3.030
308,572,722,3.030
309,570,722,3.030
310,568,722,3.030
311,566,722,3.030
312,564,722,3.030
313,562,722,3.030
314,560,722,3.030
315,558,722,3.030
316,556,722,3.030
317,554,722,3.030
318,552,722,3.030
319,550,722,3.030
320,548,722,3.030
321,546,722,3.030
322,544,722,6.061
323,540,722,3.030
324,538,722,3.030
325,536,722,3.030
326,534,722,3.030
327,532,722,3.030
328,530,722,3.030
329,528,722,3.030
