 ,X,Y,Length
1,794,272,3.030
2,794,274,3.030
3,794,276,3.030
4,794,278,3.030
5,794,280,3.030
6,794,282,3.030
7,794,284,3.030
8,794,286,3.030
9,794,288,3.030
10,794,290,3.030
11,794,292,3.030
12,794,294,4.285
13,796,296,3.030
14,796,298,3.030
15,796,300,3.030
16,796,302,3.030
17,796,304,3.030
18,796,306,3.030
19,796,308,3.030
20,796,310,3.030
21,796,312,3.030
22,796,314,3.030
23,796,316,3.030
24,796,318,3.030
25,796,320,3.030
26,796,322,3.030
27,796,324,3.030
28,796,326,3.030
29,796,328,3.030
30,796,330,3.030
31,796,332,3.030
32,796,334,3.030
33,796,336,3.030
34,796,338,3.030
35,796,340,3.030
36,796,342,3.030
37,796,344,3.030
38,796,346,3.030
39,796,348,3.030
40,794,348,3.030
41,794,350,3.030
42,794,352,3.030
43,794,354,3.030
44,794,356,3.030
45,794,358,3.030
46,794,360,3.030
47,794,362,3.030
48,794,364,3.030
49,794,366,3.030
50,794,368,3.030
51,794,370,3.030
52,794,372,3.030
53,794,374,4.285
54,792,376,3.030
55,792,378,3.030
56,792,380,3.030
57,792,382,3.030
58,792,384,3.030
59,792,386,3.030
60,792,388,6.061
61,792,392,4.285
62,790,394,3.030
63,790,396,3.030
64,790,398,3.030
65,790,400,3.030
66,790,402,3.030
67,790,404,3.030
68,790,406,3.030
69,790,408,3.030
70,790,410,3.030
71,790,412,3.030
72,790,414,3.030
73,790,416,3.030
74,790,418,3.030
75,790,420,4.285
76,788,422,3.030
77,788,424,3.030
78,788,426,3.030
79,788,428,3.030
80,788,430,3.030
81,788,432,3.030
82,788,434,4.285
83,786,436,3.030
84,786,438,3.030
85,786,440,3.030
86,786,442,3.030
87,786,444,3.030
88,786,446,3.030
89,784,446,3.030
90,784,448,3.030
91,784,450,3.030
92,784,452,4.285
93,782,454,3.030
94,782,456,3.030
95,782,458,3.030
96,782,460,3.030
97,782,462,3.030
98,782,464,3.030
99,782,466,3.030
100,780,466,3.030
101,780,468,3.030
102,780,470,3.030
103,780,472,3.030
104,780,474,3.030
105,780,476,4.285
106,778,478,3.030
107,778,480,3.030
108,778,482,3.030
109,778,484,3.030
110,778,486,3.030
111,778,488,3.030
112,778,490,4.285
113,776,492,3.030
114,776,494,3.030
115,776,496,4.285
116,774,498,3.030
117,774,500,4.285
118,772,502,3.030
119,772,504,3.030
120,772,506,3.030
121,772,508,3.030
122,772,510,4.285
123,770,512,3.030
124,770,514,3.030
125,770,516,4.285
126,768,518,3.030
127,768,520,3.030
128,768,522,3.030
129,768,524,4.285
130,766,526,3.030
131,766,528,3.030
132,766,530,3.030
133,764,530,3.030
134,764,532,3.030
135,764,534,3.030
136,764,536,3.030
137,764,538,3.030
138,762,538,3.030
139,762,540,3.030
140,762,542,4.285
141,760,544,3.030
142,760,546,3.030
143,760,548,3.030
144,760,550,3.030
145,760,552,3.030
146,758,552,3.030
147,758,554,3.030
148,758,556,3.030
149,758,558,4.285
150,756,560,3.030
151,756,562,3.030
152,756,564,3.030
153,756,566,4.285
154,754,568,3.030
155,754,570,4.285
156,752,572,3.030
157,752,574,3.030
158,752,576,4.285
159,750,578,3.030
160,750,580,4.285
161,748,582,4.285
162,746,584,3.030
163,746,586,3.030
164,744,586,3.030
165,744,588,3.030
166,744,590,3.030
167,742,590,3.030
168,742,592,3.030
169,740,592,3.030
170,740,594,3.030
171,738,594,3.030
172,738,596,4.285
173,736,598,3.030
174,734,598,3.030
175,734,600,3.030
176,732,600,3.030
177,732,602,3.030
178,730,602,3.030
179,730,604,3.030
180,728,604,3.030
181,728,606,3.030
182,726,606,3.030
183,726,608,3.030
184,724,608,3.030
185,724,610,3.030
186,722,610,3.030
187,722,612,3.030
188,720,612,3.030
189,720,614,3.030
190,718,614,3.030
191,718,616,3.030
192,716,616,3.030
193,716,618,3.030
194,714,618,3.030
195,714,620,3.030
196,712,620,3.030
197,712,622,3.030
198,710,622,3.030
199,710,624,3.030
200,708,624,4.285
201,706,626,3.030
202,704,626,3.030
203,704,628,3.030
204,702,628,3.030
205,700,628,3.030
206,700,630,3.030
207,698,630,4.285
208,696,632,4.285
209,694,634,3.030
210,692,634,3.030
211,692,636,3.030
212,690,636,4.285
213,688,638,3.030
214,686,638,3.030
215,684,638,3.030
216,684,640,3.030
217,682,640,3.030
218,680,640,3.030
219,680,642,3.030
220,678,642,3.030
221,676,642,3.030
222,676,644,3.030
223,674,644,4.285
224,672,646,3.030
225,670,646,3.030
226,670,648,3.030
227,668,648,4.285
228,666,650,3.030
229,664,650,3.030
230,664,652,3.030
231,662,652,4.285
232,660,654,4.285
233,658,656,4.285
234,656,658,4.285
235,654,660,4.285
236,652,662,3.030
237,650,662,3.030
238,650,664,4.285
239,648,666,4.285
240,646,668,3.030
241,644,668,3.030
242,644,670,4.285
243,642,672,3.030
244,640,672,3.030
245,640,674,4.285
246,638,676,4.285
247,636,678,4.285
248,634,680,3.030
249,634,682,3.030
250,632,682,3.030
251,632,684,3.030
252,630,684,3.030
253,630,686,3.030
254,630,688,3.030
255,628,688,3.030
256,628,690,3.030
257,628,692,3.030
258,626,692,3.030
259,626,694,3.030
260,626,696,6.776
261,624,700,6.776
262,622,704,3.030
263,622,706,4.285
264,620,708,4.285
265,618,710,4.285
266,616,712,3.030
267,616,714,4.285
268,614,716,4.285
269,612,718,4.285
270,610,720,3.030
271,610,722,4.285
272,608,724,3.030
273,608,726,3.030
274,608,728,4.285
275,606,730,3.030
276,606,732,4.285
