 ,Position,Intensity
1,0.000,14.336
2,1.515,14.601
3,3.030,14.486
4,4.545,13.254
5,6.061,13.389
6,7.576,12.608
7,9.091,13.600
8,10.606,13.693
9,12.121,12.856
10,13.636,12.827
11,15.152,12.711
12,16.667,13.097
13,18.182,12.783
14,19.697,12.388
15,21.212,12.039
16,22.727,12.114
17,24.242,12.524
18,25.758,12.488
19,27.273,12.605
20,28.788,12.738
21,30.303,12.444
22,31.818,12.883
23,33.333,13.031
24,34.848,13.335
25,36.364,13.372
26,37.879,13.551
27,39.394,14.118
28,40.909,14.069
29,42.424,13.798
30,43.939,14.701
31,45.455,14.294
32,46.970,14.291
33,48.485,14.393
34,50.000,14.087
35,51.515,14.678
36,53.030,14.185
37,54.545,14.289
38,56.061,13.983
39,57.576,14.190
40,59.091,14.148
41,60.606,14.178
42,62.121,14.671
43,63.636,14.476
44,65.152,14.151
45,66.667,14.091
46,68.182,14.106
47,69.697,14.433
48,71.212,15.193
49,72.727,14.494
50,74.242,13.695
51,75.758,13.914
52,77.273,15.617
53,78.788,15.399
54,80.303,16.170
55,81.818,14.198
56,83.333,14.500
57,84.848,13.365
58,86.364,13.370
59,87.879,15.883
60,89.394,14.536
61,90.909,14.660
62,92.424,15.849
63,93.939,12.969
64,95.455,12.137
65,96.970,12.025
66,98.485,14.722
67,100.000,11.545
68,101.515,11.514
69,103.030,11.607
70,104.545,11.447
71,106.061,11.937
72,107.576,11.754
73,109.091,12.061
74,110.606,12.331
75,112.121,12.570
76,113.636,11.696
77,115.152,11.141
78,116.667,11.711
79,118.182,11.767
80,119.697,11.840
81,121.212,11.634
82,122.727,11.296
83,124.242,11.519
84,125.758,11.888
85,127.273,11.556
86,128.788,11.699
87,130.303,10.932
88,131.818,10.943
89,133.333,11.072
90,134.848,10.882
91,136.364,11.076
92,137.879,11.264
93,139.394,10.717
94,140.909,11.083
95,142.424,11.203
96,143.939,13.612
97,145.455,11.237
98,146.970,11.728
99,148.485,11.685
100,150.000,11.363
101,151.515,11.655
102,153.030,10.554
103,154.545,12.320
104,156.061,11.193
105,157.576,10.533
106,159.091,11.010
107,160.606,11.669
108,162.121,12.093
109,163.636,12.713
110,165.152,12.912
111,166.667,13.179
112,168.182,13.220
113,169.697,12.932
114,171.212,12.652
115,172.727,11.902
116,174.242,11.144
117,175.758,10.956
118,177.273,11.438
119,178.788,11.617
120,180.303,11.276
121,181.818,10.714
122,183.333,10.565
123,184.848,10.253
124,186.364,10.342
125,187.879,10.265
126,189.394,10.201
127,190.909,10.388
128,192.424,10.279
129,193.939,9.960
130,195.455,10.324
131,196.970,10.492
132,198.485,10.666
133,200.000,10.296
134,201.515,10.096
135,203.030,10.539
136,204.545,10.315
137,206.061,10.564
138,207.576,10.428
139,209.091,10.263
140,210.606,10.627
141,212.121,10.427
142,213.636,10.606
143,215.152,10.954
144,216.667,11.051
145,218.182,10.496
146,219.697,10.563
147,221.212,10.336
148,222.727,10.481
149,224.242,10.632
150,225.758,10.418
151,227.273,10.351
152,228.788,10.259
153,230.303,10.300
154,231.818,10.345
155,233.333,10.513
156,234.848,10.292
157,236.364,10.281
158,237.879,10.446
159,239.394,10.432
160,240.909,10.569
161,242.424,10.594
162,243.939,10.827
163,245.455,10.206
164,246.970,10.712
165,248.485,11.090
166,250.000,10.837
167,251.515,10.668
168,253.030,10.956
169,254.545,10.734
170,256.061,10.756
171,257.576,10.728
172,259.091,10.854
173,260.606,10.665
174,262.121,10.697
175,263.636,10.872
176,265.152,10.865
177,266.667,10.739
178,268.182,10.660
179,269.697,10.920
180,271.212,10.673
181,272.727,10.197
182,274.242,10.392
183,275.758,10.480
184,277.273,10.693
185,278.788,10.262
186,280.303,9.827
187,281.818,9.958
188,283.333,9.904
189,284.848,10.065
