 ,Position,Intensity
1,0.000,23.700
2,1.515,23.300
3,3.030,22.100
4,4.545,23.267
5,6.061,22.033
6,7.576,21.167
7,9.091,20.167
8,10.606,17.400
9,12.121,16.400
10,13.636,15.833
11,15.152,14.667
12,16.667,13.333
13,18.182,13.033
14,19.697,12.900
15,21.212,12.833
16,22.727,12.567
17,24.242,12.633
18,25.758,12.367
19,27.273,12.633
20,28.788,12.267
21,30.303,12.467
22,31.818,12.400
23,33.333,12.200
24,34.848,12.300
25,36.364,12.267
26,37.879,12.400
27,39.394,12.200
28,40.909,12.267
29,42.424,12.467
30,43.939,12.633
31,45.455,12.934
32,46.970,13.429
33,48.485,12.504
34,50.000,13.524
35,51.515,22.888
36,53.030,28.889
37,54.545,30.643
38,56.061,27.065
39,57.576,22.789
40,59.091,17.299
41,60.606,23.022
42,62.121,27.995
43,63.636,27.175
44,65.152,19.377
45,66.667,14.046
46,68.182,14.613
47,69.697,13.592
48,71.212,12.095
49,72.727,11.179
50,74.242,11.104
51,75.758,10.747
52,77.273,10.526
53,78.788,10.487
54,80.303,10.659
55,81.818,10.239
56,83.333,10.644
57,84.848,10.400
58,86.364,10.397
59,87.879,10.380
60,89.394,10.517
61,90.909,10.365
62,92.424,10.657
63,93.939,10.184
64,95.455,10.383
65,96.970,10.223
66,98.485,10.157
67,100.000,10.251
68,101.515,10.143
69,103.030,9.887
70,104.545,10.401
71,106.061,10.179
72,107.576,10.470
73,109.091,10.945
74,110.606,10.900
75,112.121,11.125
76,113.636,11.226
77,115.152,10.673
78,116.667,10.324
79,118.182,10.679
80,119.697,10.993
81,121.212,11.519
82,122.727,11.918
83,124.242,12.125
84,125.758,11.265
85,127.273,11.444
86,128.788,11.544
87,130.303,11.624
88,131.818,10.911
89,133.333,10.972
90,134.848,10.928
91,136.364,10.578
92,137.879,10.822
93,139.394,11.778
94,140.909,11.778
95,142.424,11.461
96,143.939,11.261
97,145.455,11.327
98,146.970,11.722
99,148.485,11.267
100,150.000,10.872
101,151.515,10.395
102,153.030,9.467
103,154.545,9.128
104,156.061,9.067
105,157.576,8.872
106,159.091,8.672
107,160.606,8.389
108,162.121,8.450
109,163.636,8.200
110,165.152,8.250
111,166.667,8.472
112,168.182,8.344
113,169.697,8.412
114,171.212,8.505
115,172.727,8.666
116,174.242,8.535
117,175.758,8.749
118,177.273,8.850
119,178.788,8.369
120,180.303,8.486
121,181.818,8.372
122,183.333,8.179
123,184.848,8.160
124,186.364,8.339
125,187.879,8.315
126,189.394,7.654
127,190.909,7.684
128,192.424,7.758
129,193.939,7.522
130,195.455,7.647
131,196.970,7.649
132,198.485,7.425
133,200.000,7.712
134,201.515,7.673
135,203.030,8.146
136,204.545,7.995
137,206.061,7.766
138,207.576,8.062
139,209.091,8.043
140,210.606,7.610
