 ,Position,Intensity
1,0.000,16.241
2,1.515,17.379
3,3.030,16.866
4,4.545,18.696
5,6.061,18.439
6,7.576,17.820
7,9.091,18.521
8,10.606,19.360
9,12.121,17.026
10,13.636,18.306
11,15.152,19.893
12,16.667,27.072
13,18.182,20.620
14,19.697,20.126
15,21.212,41.868
16,22.727,31.567
17,24.242,72.215
18,25.758,74.997
19,27.273,56.085
20,28.788,63.709
21,30.303,80.236
22,31.818,88.560
23,33.333,87.901
24,34.848,78.619
25,36.364,87.865
26,37.879,93.379
27,39.394,104.479
28,40.909,74.712
29,42.424,66.626
30,43.939,108.765
31,45.455,104.841
32,46.970,60.141
33,48.485,50.780
34,50.000,115.281
35,51.515,114.392
36,53.030,101.322
37,54.545,92.982
38,56.061,81.549
39,57.576,89.139
40,59.091,93.879
41,60.606,106.358
42,62.121,91.670
43,63.636,95.248
44,65.152,67.339
45,66.667,82.038
46,68.182,86.652
47,69.697,87.674
48,71.212,85.439
49,72.727,85.386
50,74.242,86.943
51,75.758,86.463
52,77.273,91.249
53,78.788,92.689
54,80.303,91.398
55,81.818,86.145
56,83.333,89.458
57,84.848,95.076
58,86.364,121.491
59,87.879,78.506
60,89.394,104.816
61,90.909,108.110
62,92.424,116.039
63,93.939,96.708
64,95.455,75.387
65,96.970,106.838
66,98.485,80.436
67,100.000,120.416
68,101.515,90.940
69,103.030,91.680
70,104.545,104.821
71,106.061,103.029
72,107.576,108.034
73,109.091,102.515
74,110.606,95.693
75,112.121,84.826
76,113.636,102.046
77,115.152,128.650
78,116.667,124.716
79,118.182,106.650
80,119.697,107.374
81,121.212,129.591
82,122.727,138.470
83,124.242,135.911
84,125.758,144.877
85,127.273,139.976
86,128.788,105.065
87,130.303,103.120
88,131.818,161.453
89,133.333,152.552
90,134.848,145.695
91,136.364,151.340
92,137.879,170.391
93,139.394,163.562
94,140.909,156.435
95,142.424,157.836
96,143.939,158.819
97,145.455,151.408
98,146.970,143.461
99,148.485,145.184
100,150.000,131.203
101,151.515,142.848
102,153.030,133.538
103,154.545,136.573
104,156.061,135.031
105,157.576,149.006
106,159.091,157.179
107,160.606,153.472
108,162.121,118.716
109,163.636,114.235
110,165.152,149.108
111,166.667,168.830
112,168.182,114.541
113,169.697,112.300
114,171.212,120.724
115,172.727,123.979
116,174.242,148.816
117,175.758,163.019
118,177.273,136.718
119,178.788,116.748
120,180.303,113.902
121,181.818,110.530
122,183.333,132.584
123,184.848,143.772
124,186.364,127.210
125,187.879,101.691
126,189.394,102.324
127,190.909,96.636
128,192.424,81.439
129,193.939,106.244
130,195.455,89.653
131,196.970,77.793
132,198.485,86.355
133,200.000,80.671
134,201.515,73.345
135,203.030,67.917
136,204.545,76.159
137,206.061,68.855
138,207.576,70.804
139,209.091,68.677
140,210.606,70.459
141,212.121,54.753
142,213.636,57.862
143,215.152,55.191
144,216.667,39.805
145,218.182,36.248
146,219.697,24.938
147,221.212,26.304
148,222.727,31.980
149,224.242,20.344
150,225.758,11.429
151,227.273,10.680
152,228.788,10.513
153,230.303,11.361
154,231.818,14.021
155,233.333,13.274
156,234.848,13.068
157,236.364,12.039
158,237.879,10.954
159,239.394,12.091
160,240.909,12.963
161,242.424,13.137
162,243.939,14.364
163,245.455,13.880
164,246.970,11.657
165,248.485,11.794
166,250.000,13.227
167,251.515,14.051
168,253.030,13.225
169,254.545,13.449
170,256.061,13.298
171,257.576,12.472
172,259.091,6.383
173,260.606,6.504
174,262.121,9.948
175,263.636,10.406
176,265.152,10.479
177,266.667,10.170
178,268.182,10.246
179,269.697,9.989
180,271.212,6.420
181,272.727,6.601
182,274.242,7.133
183,275.758,8.627
184,277.273,8.283
185,278.788,7.823
186,280.303,7.906
187,281.818,7.803
188,283.333,7.557
189,284.848,6.524
190,286.364,6.811
191,287.879,7.540
192,289.394,7.735
193,290.909,7.915
194,292.424,7.880
195,293.939,7.734
196,295.455,7.885
197,296.970,7.789
198,298.485,7.912
199,300.000,7.626
200,301.515,6.990
201,303.030,6.994
202,304.545,6.996
203,306.061,7.037
204,307.576,7.270
205,309.091,7.046
206,310.606,7.336
207,312.121,7.303
208,313.636,8.375
209,315.152,9.377
210,316.667,10.860
211,318.182,11.020
212,319.697,11.028
213,321.212,11.243
214,322.727,10.902
215,324.242,8.475
216,325.758,6.852
217,327.273,6.639
218,328.788,6.671
219,330.303,6.841
220,331.818,7.625
221,333.333,7.119
222,334.848,7.091
223,336.364,6.819
224,337.879,6.783
225,339.394,7.087
226,340.909,6.653
227,342.424,6.615
228,343.939,6.925
229,345.455,7.008
230,346.970,6.903
231,348.485,6.899
232,350.000,7.081
233,351.515,6.954
234,353.030,6.823
235,354.545,6.912
236,356.061,6.673
237,357.576,6.712
238,359.091,6.486
239,360.606,6.561
240,362.121,6.790
241,363.636,6.929
242,365.152,7.042
243,366.667,6.867
244,368.182,6.830
245,369.697,6.869
246,371.212,6.706
247,372.727,6.242
248,374.242,6.455
249,375.758,6.387
250,377.273,6.772
251,378.788,6.478
252,380.303,6.447
253,381.818,6.494
254,383.333,6.476
255,384.848,6.258
256,386.364,6.239
257,387.879,6.167
258,389.394,6.443
259,390.909,6.528
260,392.424,6.415
261,393.939,6.317
262,395.455,6.321
263,396.970,6.121
264,398.485,6.241
265,400.000,6.198
266,401.515,6.251
267,403.030,6.268
268,404.545,6.590
269,406.061,6.337
270,407.576,6.041
271,409.091,6.095
272,410.606,5.965
273,412.121,6.314
274,413.636,6.138
275,415.152,6.337
276,416.667,6.399
277,418.182,6.424
278,419.697,6.318
279,421.212,6.368
280,422.727,6.298
281,424.242,6.339
282,425.758,6.093
283,427.273,6.131
284,428.788,6.173
285,430.303,6.246
286,431.818,6.086
287,433.333,6.211
288,434.848,6.215
289,436.364,6.160
290,437.879,6.197
291,439.394,6.180
292,440.909,6.055
293,442.424,6.325
294,443.939,6.401
295,445.455,6.303
296,446.970,6.310
297,448.485,6.170
298,450.000,6.356
299,451.515,6.400
300,453.030,6.328
301,454.545,6.262
302,456.061,6.231
303,457.576,6.408
304,459.091,6.485
305,460.606,6.483
306,462.121,6.465
307,463.636,6.326
308,465.152,6.400
309,466.667,6.304
310,468.182,6.313
311,469.697,6.354
312,471.212,6.394
313,472.727,6.529
314,474.242,6.515
315,475.758,6.731
316,477.273,6.532
317,478.788,6.644
318,480.303,6.436
319,481.818,6.572
320,483.333,6.660
321,484.848,6.639
322,486.364,6.842
323,487.879,6.551
324,489.394,6.497
325,490.909,6.425
326,492.424,6.408
327,493.939,6.531
328,495.455,6.688
329,496.970,6.645
330,498.485,6.491
331,500.000,6.302
332,501.515,6.365
333,503.030,6.367
334,504.545,6.377
335,506.061,6.422
336,507.576,6.433
337,509.091,6.389
338,510.606,6.411
339,512.121,6.455
340,513.636,6.555
341,515.151,6.556
342,516.667,6.467
343,518.182,6.566
344,519.697,6.611
345,521.212,6.578
346,522.727,6.456
347,524.242,6.312
348,525.758,6.068
349,527.273,6.011
350,528.788,5.901
351,530.303,6.032
352,531.818,6.111
353,533.333,5.924
354,534.849,5.877
355,536.364,5.922
356,537.879,6.686
357,539.394,6.736
358,540.909,6.048
359,542.424,5.767
360,543.939,5.740
361,545.455,5.645
362,546.970,5.563
363,548.485,5.654
364,550.000,5.893
365,551.515,5.999
366,553.030,5.939
367,554.545,5.725
368,556.061,5.390
369,557.576,5.519
370,559.091,5.587
371,560.606,5.568
372,562.121,5.668
373,563.636,5.506
374,565.151,5.436
375,566.667,5.596
376,568.182,5.532
377,569.697,5.476
378,571.212,5.196
379,572.727,5.067
380,574.242,5.492
381,575.758,5.352
382,577.273,5.159
383,578.788,5.031
384,580.303,4.682
385,581.818,4.472
386,583.333,4.668
387,584.849,4.970
388,586.364,4.923
389,587.879,5.128
390,589.394,6.025
391,590.909,5.115
392,592.424,6.301
393,593.939,7.203
394,595.455,7.497
395,596.970,7.707
396,598.485,7.859
397,600.000,7.350
398,601.515,7.062
399,603.030,7.697
400,604.545,6.784
401,606.061,6.864
402,607.576,8.261
403,609.091,8.080
404,610.606,8.306
405,612.121,7.212
406,613.636,9.177
407,615.151,9.100
408,616.667,6.537
409,618.182,7.135
410,619.697,7.216
411,621.212,6.848
412,622.727,7.366
413,624.242,7.739
414,625.758,6.523
415,627.273,7.902
416,628.788,7.629
417,630.303,6.575
418,631.818,7.742
419,633.333,7.457
420,634.849,8.154
421,636.364,9.480
422,637.879,8.790
423,639.394,9.531
424,640.909,7.914
425,642.424,8.047
426,643.939,8.507
427,645.455,8.829
428,646.970,10.191
429,648.485,8.976
430,650.000,9.217
431,651.515,9.193
432,653.030,10.460
433,654.545,11.389
434,656.061,12.139
435,657.576,12.272
436,659.091,11.767
437,660.606,13.181
438,662.121,10.403
439,663.636,10.026
440,665.151,9.640
441,666.667,11.578
442,668.182,11.365
443,669.697,13.980
444,671.212,14.060
445,672.727,16.031
446,674.242,11.497
447,675.758,10.414
448,677.273,10.269
449,678.788,11.278
450,680.303,10.344
451,681.818,9.428
452,683.333,9.663
453,684.849,9.887
454,686.364,10.242
455,687.879,10.611
456,689.394,8.592
