 ,Position,Intensity
1,0.000,10.160
2,1.515,10.410
3,3.030,10.433
4,4.545,8.908
5,6.061,8.522
6,7.576,8.551
7,9.091,8.635
8,10.606,8.880
9,12.121,8.671
10,13.636,8.340
11,15.152,8.509
12,16.667,8.287
13,18.182,8.374
14,19.697,8.466
15,21.212,8.258
16,22.727,8.300
17,24.242,8.474
18,25.758,8.173
19,27.273,8.228
20,28.788,8.261
21,30.303,8.318
22,31.818,8.307
23,33.333,8.242
24,34.848,7.950
25,36.364,8.098
26,37.879,7.970
27,39.394,7.990
28,40.909,7.985
29,42.424,8.027
30,43.939,7.882
31,45.455,8.156
32,46.970,7.940
33,48.485,7.796
34,50.000,7.972
35,51.515,7.687
36,53.030,8.550
37,54.545,7.837
38,56.061,7.959
39,57.576,7.725
40,59.091,8.385
41,60.606,8.264
42,62.121,8.180
43,63.636,8.026
44,65.152,7.851
45,66.667,7.802
46,68.182,8.053
47,69.697,7.991
48,71.212,7.837
49,72.727,7.859
50,74.242,7.827
51,75.758,7.936
52,77.273,7.818
53,78.788,7.636
54,80.303,7.428
55,81.818,7.902
56,83.333,7.769
57,84.848,7.585
58,86.364,7.461
59,87.879,7.820
60,89.394,7.499
61,90.909,7.565
62,92.424,7.163
63,93.939,7.126
64,95.455,6.968
65,96.970,7.418
66,98.485,7.254
67,100.000,6.870
68,101.515,6.939
69,103.030,7.002
70,104.545,7.094
71,106.061,7.527
72,107.576,7.076
73,109.091,6.966
74,110.606,6.547
75,112.121,7.577
76,113.636,7.229
77,115.152,6.568
78,116.667,6.641
79,118.182,6.799
80,119.697,6.656
81,121.212,7.344
82,122.727,7.043
83,124.242,6.703
84,125.758,7.053
85,127.273,6.583
86,128.788,6.668
87,130.303,6.675
88,131.818,6.795
89,133.333,6.894
90,134.848,6.813
91,136.364,6.960
92,137.879,6.770
93,139.394,6.566
94,140.909,6.476
95,142.424,6.496
96,143.939,6.415
97,145.455,6.354
98,146.970,6.500
99,148.485,6.511
100,150.000,6.326
101,151.515,6.638
102,153.030,6.866
103,154.545,6.631
104,156.061,6.477
105,157.576,6.693
106,159.091,6.589
107,160.606,7.005
108,162.121,6.977
109,163.636,6.725
110,165.152,6.768
111,166.667,7.271
112,168.182,6.837
113,169.697,6.819
114,171.212,7.120
115,172.727,6.868
116,174.242,6.754
117,175.758,7.052
118,177.273,6.910
119,178.788,6.631
120,180.303,6.908
121,181.818,6.725
122,183.333,7.066
123,184.848,7.400
124,186.364,7.435
125,187.879,6.946
126,189.394,7.123
127,190.909,6.991
128,192.424,6.737
129,193.939,7.214
130,195.455,7.485
131,196.970,6.893
132,198.485,7.300
133,200.000,7.149
134,201.515,7.139
135,203.030,7.026
136,204.545,7.204
137,206.061,6.546
138,207.576,7.355
139,209.091,6.775
140,210.606,6.886
141,212.121,6.779
142,213.636,7.047
143,215.152,6.990
144,216.667,6.997
145,218.182,6.499
146,219.697,6.527
147,221.212,6.752
148,222.727,7.112
149,224.242,6.920
150,225.758,7.040
151,227.273,6.482
152,228.788,6.300
153,230.303,6.284
154,231.818,6.167
155,233.333,6.491
156,234.848,6.392
157,236.364,5.908
158,237.879,6.003
159,239.394,5.970
160,240.909,5.823
161,242.424,5.882
162,243.939,5.488
163,245.455,5.326
164,246.970,5.113
165,248.485,5.317
166,250.000,5.246
167,251.515,5.353
168,253.030,5.466
169,254.545,5.532
170,256.061,5.467
171,257.576,5.300
172,259.091,5.227
173,260.606,5.265
174,262.121,5.419
175,263.636,5.500
176,265.152,5.119
177,266.667,5.334
178,268.182,5.581
179,269.697,5.401
180,271.212,5.368
181,272.727,5.427
182,274.242,5.352
183,275.758,5.432
184,277.273,5.393
185,278.788,5.354
186,280.303,5.256
187,281.818,5.333
188,283.333,5.217
189,284.848,5.248
190,286.364,5.185
191,287.879,5.214
192,289.394,5.195
193,290.909,5.393
194,292.424,5.283
195,293.939,5.251
196,295.455,5.380
197,296.970,5.235
198,298.485,5.282
199,300.000,5.179
200,301.515,5.203
201,303.030,5.119
202,304.545,5.519
203,306.061,4.994
204,307.576,5.078
205,309.091,5.259
206,310.606,5.176
207,312.121,5.133
208,313.636,5.243
209,315.152,5.157
210,316.667,5.177
211,318.182,5.205
212,319.697,5.197
213,321.212,5.170
214,322.727,5.190
215,324.242,5.148
216,325.758,5.413
217,327.273,5.372
218,328.788,5.324
219,330.303,5.478
220,331.818,5.394
221,333.333,5.289
222,334.848,5.191
223,336.364,4.992
224,337.879,5.015
225,339.394,4.988
226,340.909,5.164
227,342.424,4.942
228,343.939,4.924
229,345.455,4.880
230,346.970,5.080
231,348.485,4.955
232,350.000,4.931
233,351.515,4.885
234,353.030,5.006
235,354.545,4.931
236,356.061,5.033
237,357.576,4.963
238,359.091,4.714
239,360.606,4.880
240,362.121,4.762
241,363.636,4.981
242,365.152,4.782
243,366.667,4.792
244,368.182,4.836
245,369.697,4.795
246,371.212,4.893
247,372.727,4.799
248,374.242,4.857
249,375.758,5.027
250,377.273,4.844
251,378.788,4.824
252,380.303,4.858
253,381.818,4.897
254,383.333,4.876
255,384.848,4.904
256,386.364,4.863
257,387.879,4.857
258,389.394,5.045
259,390.909,4.672
260,392.424,4.783
261,393.939,4.951
262,395.455,4.833
263,396.970,4.917
264,398.485,4.829
265,400.000,4.795
266,401.515,4.911
267,403.030,4.618
268,404.545,4.832
269,406.061,4.874
270,407.576,5.028
271,409.091,4.947
272,410.606,4.867
273,412.121,4.852
274,413.636,4.916
275,415.152,5.039
276,416.667,8.149
277,418.182,5.439
278,419.697,9.198
279,421.212,4.937
280,422.727,5.022
281,424.242,5.052
282,425.758,5.153
283,427.273,5.159
284,428.788,5.146
285,430.303,6.094
286,431.818,6.125
287,433.333,5.333
288,434.848,11.111
289,436.364,5.008
290,437.879,5.223
291,439.394,6.706
292,440.909,7.399
293,442.424,8.374
294,443.939,13.101
295,445.455,14.367
296,446.970,10.984
297,448.485,5.860
298,450.000,5.025
299,451.515,4.975
300,453.030,5.002
301,454.545,6.144
302,456.061,7.006
303,457.576,5.028
304,459.091,5.007
305,460.606,5.016
306,462.121,4.945
307,463.636,5.071
308,465.152,5.107
