 ,X,Y,Length
1,380,238,3.030
2,382,238,4.285
3,384,240,4.285
4,386,242,3.030
5,386,244,3.030
6,388,244,3.030
7,388,246,3.030
8,390,246,3.030
9,390,248,4.285
10,392,250,4.285
11,394,252,4.285
12,396,254,3.030
13,396,256,3.030
14,398,256,4.285
15,400,258,3.030
16,402,258,3.030
17,402,260,4.285
18,404,262,4.285
19,406,264,3.030
20,406,266,3.030
21,408,266,3.030
22,410,266,3.030
23,410,268,3.030
24,412,268,3.030
25,412,270,3.030
26,414,270,4.285
27,416,272,3.030
28,418,272,3.030
29,418,274,3.030
30,420,274,3.030
31,422,274,3.030
32,422,276,3.030
33,424,276,3.030
34,424,278,3.030
35,426,278,3.030
36,428,278,3.030
37,428,280,3.030
38,430,280,4.285
39,432,282,3.030
40,434,282,3.030
41,434,284,3.030
42,436,284,4.285
43,438,286,3.030
44,440,286,4.285
45,442,288,3.030
46,444,288,4.285
47,446,290,3.030
48,448,290,3.030
49,450,290,3.030
50,450,292,3.030
51,452,292,3.030
52,454,292,3.030
53,454,294,3.030
54,456,294,3.030
55,458,294,3.030
56,458,296,3.030
57,460,296,3.030
58,462,296,3.030
59,462,298,3.030
60,464,298,3.030
61,466,298,3.030
62,468,298,3.030
63,468,300,3.030
64,470,300,4.285
65,472,302,3.030
66,474,302,3.030
67,476,302,3.030
68,476,304,3.030
69,478,304,3.030
70,480,304,3.030
71,480,306,3.030
72,482,306,3.030
73,484,306,3.030
74,486,306,4.285
75,488,308,3.030
76,490,308,3.030
77,492,308,3.030
78,494,308,3.030
79,496,308,3.030
80,498,308,3.030
81,498,310,3.030
82,500,310,3.030
83,502,310,3.030
84,504,310,3.030
85,506,310,4.285
86,508,312,3.030
87,510,312,3.030
88,512,312,3.030
89,514,312,3.030
90,516,312,3.030
91,518,312,3.030
92,520,312,3.030
93,522,312,4.285
94,524,314,3.030
95,526,314,3.030
96,528,314,3.030
97,530,314,3.030
98,532,314,4.285
99,534,316,3.030
100,536,316,3.030
101,538,316,3.030
102,540,316,4.285
103,542,318,3.030
104,544,318,4.285
105,546,320,3.030
106,548,320,3.030
107,550,320,3.030
108,552,320,3.030
109,554,320,3.030
110,554,322,3.030
111,556,322,3.030
112,558,322,3.030
113,560,322,3.030
114,562,322,3.030
115,562,324,3.030
116,564,324,3.030
117,566,324,3.030
118,568,324,3.030
119,570,324,3.030
120,570,326,3.030
121,572,326,3.030
122,574,326,3.030
123,576,326,4.285
124,578,328,3.030
125,580,328,3.030
126,582,328,3.030
127,584,328,4.285
128,586,330,3.030
129,588,330,3.030
130,590,330,3.030
131,592,330,3.030
132,592,332,3.030
133,594,332,3.030
134,596,332,3.030
135,598,332,3.030
136,598,334,3.030
137,600,334,3.030
138,602,334,3.030
139,604,334,3.030
140,604,336,3.030
141,606,336,3.030
142,608,336,3.030
143,610,336,3.030
144,610,338,3.030
145,612,338,3.030
146,612,340,3.030
147,614,340,4.285
148,616,342,3.030
149,616,344,3.030
150,618,344,3.030
151,618,346,3.030
152,620,346,3.030
153,620,348,3.030
154,622,348,3.030
155,622,350,4.285
156,624,352,4.285
157,626,354,3.030
158,626,356,3.030
159,628,356,3.030
160,628,358,3.030
161,630,358,3.030
162,630,360,4.285
163,632,362,4.285
164,634,364,3.030
165,634,366,4.285
166,636,368,4.285
167,638,370,3.030
168,638,372,3.030
169,640,372,3.030
170,640,374,4.285
171,642,376,4.285
172,644,378,3.030
173,644,380,3.030
174,646,380,3.030
175,646,382,3.030
176,646,384,3.030
177,648,384,3.030
178,648,386,4.285
179,650,388,3.030
180,650,390,3.030
181,650,392,3.030
182,652,392,3.030
183,652,394,3.030
184,652,396,3.030
185,654,396,3.030
186,654,398,3.030
187,654,400,4.285
188,656,402,3.030
189,656,404,4.285
190,658,406,3.030
191,658,408,3.030
192,658,410,3.030
193,660,410,3.030
194,660,412,3.030
195,660,414,3.030
196,662,414,3.030
197,662,416,3.030
198,662,418,4.285
199,664,420,3.030
200,664,422,3.030
201,664,424,3.030
202,666,424,3.030
203,666,426,3.030
