 ,X,Y,Length
1,518,200,3.030
2,518,202,3.030
3,518,204,3.030
4,518,206,3.030
5,518,208,4.285
6,516,210,3.030
7,516,212,3.030
8,516,214,3.030
9,516,216,4.285
10,514,218,3.030
11,514,220,3.030
12,514,222,3.030
13,512,222,3.030
14,512,224,3.030
15,512,226,3.030
16,512,228,3.030
17,512,230,3.030
18,512,232,3.030
19,512,234,3.030
20,512,236,3.030
21,512,238,3.030
22,512,240,3.030
23,512,242,3.030
24,512,244,3.030
25,512,246,3.030
26,512,248,3.030
27,512,250,3.030
28,512,252,3.030
29,512,254,3.030
30,512,256,3.030
31,512,258,3.030
32,512,260,3.030
33,512,262,3.030
34,512,264,3.030
35,512,266,3.030
36,512,268,3.030
37,512,270,3.030
38,512,272,3.030
39,512,274,3.030
40,512,276,3.030
41,512,278,3.030
42,512,280,3.030
43,512,282,3.030
44,512,284,3.030
45,512,286,3.030
46,512,288,3.030
47,512,290,3.030
48,512,292,3.030
49,512,294,3.030
50,512,296,3.030
51,512,298,3.030
52,512,300,3.030
53,512,302,3.030
54,512,304,3.030
55,512,306,3.030
56,512,308,3.030
57,512,310,3.030
58,512,312,3.030
59,512,314,3.030
60,512,316,3.030
61,512,318,3.030
62,512,320,4.285
63,514,322,3.030
64,514,324,3.030
65,516,324,3.030
66,516,326,3.030
67,516,328,3.030
68,516,330,3.030
69,518,330,3.030
70,518,332,3.030
71,520,332,3.030
72,520,334,3.030
73,520,336,3.030
74,522,336,3.030
75,522,338,3.030
76,524,338,3.030
77,524,340,3.030
78,526,340,4.285
79,528,342,3.030
80,530,342,3.030
81,530,344,3.030
82,532,344,3.030
83,534,344,3.030
84,534,346,3.030
85,536,346,3.030
86,536,348,3.030
87,538,348,3.030
88,540,348,3.030
89,540,350,3.030
90,542,350,3.030
91,544,350,4.285
92,546,352,3.030
93,548,352,3.030
94,548,354,3.030
95,550,354,4.285
96,552,356,3.030
97,554,356,4.285
98,556,358,3.030
99,558,358,4.285
100,560,360,3.030
101,562,360,4.285
102,564,362,3.030
103,566,362,4.285
104,568,364,3.030
105,570,364,3.030
106,572,364,3.030
107,572,366,3.030
108,574,366,3.030
109,574,368,3.030
110,576,368,3.030
111,578,368,3.030
112,578,370,3.030
113,580,370,4.285
114,582,372,3.030
115,584,372,3.030
116,584,374,3.030
117,586,374,3.030
118,586,376,3.030
119,588,376,3.030
120,590,376,3.030
121,590,378,3.030
122,592,378,4.285
123,594,380,3.030
124,596,380,3.030
125,596,382,3.030
126,598,382,3.030
127,600,382,3.030
128,600,384,3.030
129,602,384,3.030
130,604,384,3.030
131,604,386,3.030
132,606,386,3.030
133,606,388,3.030
134,608,388,3.030
135,610,388,3.030
136,610,390,3.030
137,612,390,3.030
138,614,390,3.030
139,614,392,3.030
140,616,392,3.030
141,618,392,3.030
142,620,392,3.030
143,620,394,3.030
