 ,X,Y,Length
1,594,294,39.394
2,620,294,3.030
3,622,294,4.285
4,624,296,6.061
5,628,296,3.030
6,630,296,3.030
7,632,296,4.285
8,634,298,3.030
9,636,298,4.285
10,638,300,3.030
11,640,300,3.030
12,642,300,4.285
13,644,302,3.030
14,646,302,6.061
15,650,302,3.030
16,650,304,6.061
17,654,304,3.030
18,656,304,3.030
19,658,304,4.285
20,660,306,3.030
21,662,306,3.030
22,664,306,4.285
23,666,308,3.030
24,668,308,4.285
25,670,310,3.030
26,672,310,4.285
27,674,312,3.030
28,676,312,3.030
29,678,312,3.030
30,680,312,3.030
31,680,314,3.030
32,682,314,3.030
33,684,314,4.285
34,686,316,3.030
35,688,316,4.285
36,690,318,3.030
37,692,318,3.030
38,694,318,4.285
39,696,320,3.030
40,698,320,4.285
41,700,322,3.030
42,702,322,4.285
43,704,324,6.061
44,708,324,4.285
45,710,326,3.030
46,712,326,4.285
47,714,328,4.285
48,716,330,6.061
49,720,330,4.285
50,722,332,3.030
51,722,334,6.061
52,726,334,3.030
53,726,336,3.030
54,728,336,4.285
55,730,338,3.030
56,732,338,3.030
57,732,340,3.030
58,734,340,4.285
59,736,342,4.285
60,738,344,4.285
61,740,346,3.030
62,742,346,3.030
63,742,348,4.285
64,744,350,3.030
65,744,352,3.030
66,746,352,4.285
67,748,354,3.030
68,748,356,4.285
69,750,358,4.285
70,752,360,4.285
71,754,362,3.030
72,754,364,4.285
73,756,366,3.030
74,756,368,4.285
75,758,370,3.030
76,758,372,4.285
77,760,374,3.030
78,760,376,4.285
79,762,378,3.030
80,762,380,3.030
81,762,382,3.030
82,762,384,3.030
83,764,384,3.030
84,764,386,3.030
85,764,388,3.030
86,764,390,3.030
87,764,392,4.285
88,766,394,3.030
89,766,396,3.030
90,766,398,3.030
91,766,400,4.285
92,768,402,3.030
93,768,404,3.030
94,768,406,4.285
95,770,408,3.030
96,770,410,3.030
97,770,412,3.030
98,770,414,3.030
99,770,416,3.030
100,770,418,4.285
101,772,420,3.030
102,772,422,3.030
103,772,424,3.030
104,772,426,3.030
105,772,428,6.061
106,772,432,3.030
107,772,434,3.030
108,772,436,6.061
109,772,440,3.030
110,772,442,3.030
111,772,444,6.061
112,772,448,6.061
113,772,452,6.061
114,772,456,9.091
115,772,462,3.030
116,772,464,9.091
117,772,470,3.030
118,772,472,9.091
119,772,478,6.061
120,772,482,6.061
121,772,486,6.061
122,772,490,6.061
123,772,494,3.030
124,772,496,6.776
125,770,500,6.061
126,770,504,4.285
127,768,506,6.061
128,768,510,6.776
129,766,514,4.285
130,764,516,3.030
131,764,518,4.285
132,762,520,6.061
133,762,524,4.285
134,760,526,3.030
135,760,528,6.776
136,758,532,4.285
137,756,534,3.030
138,756,536,4.285
139,754,538,6.061
140,754,542,4.285
141,752,544,3.030
142,752,546,4.285
143,750,548,3.030
144,750,550,3.030
145,750,552,4.285
146,748,554,3.030
147,748,556,3.030
148,746,556,3.030
149,746,558,4.285
150,744,560,4.285
151,742,562,3.030
152,742,564,4.285
153,740,566,3.030
154,740,568,3.030
155,740,570,3.030
156,738,570,3.030
157,738,572,4.285
158,736,574,3.030
159,736,576,4.285
160,734,578,3.030
161,734,580,4.285
