 ,Position,Intensity
1,0.000,13.939
2,1.515,14.359
3,3.030,14.244
4,4.545,13.857
5,6.061,13.367
6,7.576,13.352
7,9.091,13.509
8,10.606,13.293
9,12.121,12.908
10,13.636,13.514
11,15.152,13.151
12,16.667,13.052
13,18.182,13.427
14,19.697,13.092
15,21.212,12.892
16,22.727,12.703
17,24.242,12.770
18,25.758,12.743
19,27.273,12.303
20,28.788,12.832
21,30.303,12.932
22,31.818,12.630
23,33.333,13.480
24,34.848,13.277
25,36.364,13.233
26,37.879,13.503
27,39.394,14.188
28,40.909,14.312
29,42.424,14.144
30,43.939,13.578
31,45.455,13.407
32,46.970,12.918
33,48.485,15.139
34,50.000,13.137
35,51.515,12.302
36,53.030,12.548
37,54.545,12.807
38,56.061,13.003
39,57.576,13.213
40,59.091,13.424
41,60.606,13.415
42,62.121,13.501
43,63.636,13.378
44,65.152,13.158
45,66.667,13.250
46,68.182,13.408
47,69.697,13.208
48,71.212,12.587
49,72.727,13.437
50,74.242,12.773
51,75.758,13.206
52,77.273,12.829
53,78.788,13.255
54,80.303,13.146
55,81.818,13.846
56,83.333,13.778
57,84.848,13.901
58,86.364,14.091
59,87.879,13.402
60,89.394,13.813
61,90.909,13.952
62,92.424,14.026
63,93.939,15.877
64,95.455,15.569
65,96.970,13.596
66,98.485,13.257
67,100.000,14.085
68,101.515,13.928
69,103.030,13.532
70,104.545,13.261
71,106.061,15.980
72,107.576,14.558
73,109.091,14.491
74,110.606,14.715
75,112.121,15.803
76,113.636,12.135
77,115.152,12.123
78,116.667,14.004
79,118.182,14.304
80,119.697,11.786
81,121.212,11.636
82,122.727,11.563
83,124.242,11.463
84,125.758,11.130
85,127.273,10.656
86,128.788,10.710
87,130.303,10.698
88,131.818,10.731
89,133.333,10.416
90,134.848,9.630
91,136.364,10.006
92,137.879,9.928
93,139.394,9.449
94,140.909,9.534
95,142.424,9.485
96,143.939,10.016
97,145.455,10.052
98,146.970,10.060
99,148.485,10.101
100,150.000,10.441
101,151.515,9.770
102,153.030,10.375
103,154.545,9.653
104,156.061,9.420
105,157.576,10.376
106,159.091,10.287
107,160.606,9.516
108,162.121,9.281
109,163.636,9.951
110,165.152,9.817
111,166.667,9.064
112,168.182,8.651
113,169.697,9.152
114,171.212,9.059
115,172.727,9.492
116,174.242,9.049
117,175.758,9.089
118,177.273,9.077
119,178.788,9.547
120,180.303,9.218
121,181.818,8.754
122,183.333,8.348
123,184.848,8.081
124,186.364,8.446
125,187.879,8.584
126,189.394,8.788
127,190.909,9.114
128,192.424,9.157
129,193.939,8.974
130,195.455,9.003
131,196.970,8.970
132,198.485,9.053
133,200.000,9.072
134,201.515,8.745
135,203.030,8.509
136,204.545,8.331
137,206.061,8.803
138,207.576,8.476
139,209.091,8.751
140,210.606,8.725
141,212.121,8.669
142,213.636,8.449
143,215.152,8.482
144,216.667,8.695
145,218.182,8.579
146,219.697,8.595
147,221.212,8.640
148,222.727,8.796
149,224.242,8.570
150,225.758,8.613
151,227.273,8.657
152,228.788,8.662
153,230.303,8.761
154,231.818,8.961
155,233.333,8.845
156,234.848,8.960
157,236.364,9.089
158,237.879,9.450
159,239.394,9.143
160,240.909,9.412
161,242.424,9.326
162,243.939,9.456
163,245.455,9.472
164,246.970,9.777
165,248.485,9.637
166,250.000,9.385
167,251.515,9.792
168,253.030,10.123
169,254.545,10.111
170,256.061,9.975
171,257.576,9.885
172,259.091,10.197
173,260.606,10.173
174,262.121,9.971
175,263.636,9.998
