 ,X,Y,Length
1,590,276,3.030
2,590,278,3.030
3,592,278,3.030
4,592,280,3.030
5,592,282,3.030
6,594,282,3.030
7,594,284,3.030
8,594,286,3.030
9,596,286,3.030
10,596,288,3.030
11,598,288,3.030
12,598,290,3.030
13,598,292,3.030
14,600,292,3.030
15,600,294,4.285
16,602,296,3.030
17,602,298,3.030
18,602,300,3.030
19,604,300,3.030
20,604,302,3.030
21,606,302,3.030
22,606,304,3.030
23,608,304,3.030
24,608,306,3.030
25,610,306,3.030
26,610,308,3.030
27,612,308,3.030
28,612,310,3.030
29,614,310,3.030
30,614,312,3.030
31,616,312,3.030
32,616,314,3.030
33,618,314,3.030
34,618,316,3.030
35,620,316,3.030
36,620,318,3.030
37,622,318,3.030
38,622,320,4.285
39,624,322,4.285
40,626,324,4.285
41,628,326,3.030
42,630,326,3.030
43,630,328,3.030
44,632,328,3.030
45,632,330,3.030
46,634,330,4.285
47,636,332,3.030
48,638,332,3.030
49,638,334,3.030
50,640,334,3.030
51,640,336,3.030
52,642,336,3.030
53,644,336,3.030
54,644,338,3.030
55,646,338,4.285
56,648,340,3.030
57,650,340,3.030
58,650,342,3.030
59,652,342,3.030
60,654,342,3.030
61,654,344,3.030
62,656,344,3.030
63,656,346,3.030
64,658,346,4.285
65,660,348,3.030
66,662,348,3.030
67,662,350,3.030
68,664,350,3.030
69,664,352,3.030
70,666,352,3.030
71,666,354,3.030
72,668,354,3.030
73,668,356,3.030
74,670,356,3.030
75,670,358,3.030
76,672,358,3.030
77,672,360,3.030
78,674,360,4.285
79,676,362,3.030
80,676,364,3.030
81,678,364,4.285
82,680,366,3.030
83,680,368,3.030
84,682,368,3.030
85,682,370,3.030
86,684,370,3.030
87,684,372,3.030
88,684,374,3.030
89,686,374,3.030
90,686,376,3.030
91,688,376,3.030
92,688,378,4.285
93,690,380,3.030
94,690,382,3.030
95,692,382,3.030
96,692,384,4.285
97,694,386,3.030
98,694,388,4.285
99,696,390,3.030
100,698,390,3.030
101,698,392,3.030
102,698,394,3.030
103,700,394,3.030
104,700,396,4.285
105,702,398,3.030
106,702,400,3.030
107,704,400,3.030
108,704,402,4.285
109,706,404,3.030
110,706,406,4.285
111,708,408,3.030
112,708,410,4.285
113,710,412,3.030
114,710,414,3.030
115,710,416,4.285
116,712,418,3.030
117,712,420,3.030
118,712,422,4.285
119,714,424,3.030
120,714,426,3.030
121,714,428,3.030
122,714,430,3.030
123,716,430,3.030
124,716,432,3.030
125,716,434,3.030
126,718,434,3.030
127,718,436,3.030
128,718,438,3.030
129,718,440,4.285
130,720,442,3.030
131,720,444,3.030
132,720,446,3.030
133,720,448,3.030
134,720,450,3.030
135,722,450,3.030
136,722,452,3.030
137,722,454,3.030
138,722,456,3.030
139,722,458,3.030
140,722,460,3.030
141,724,460,3.030
142,724,462,3.030
143,724,464,3.030
144,724,466,3.030
145,724,468,3.030
146,724,470,3.030
147,724,472,3.030
148,724,474,3.030
149,724,476,3.030
150,724,478,3.030
151,724,480,3.030
152,724,482,3.030
153,724,484,3.030
154,724,486,3.030
155,724,488,3.030
156,724,490,3.030
157,724,492,3.030
158,724,494,3.030
159,724,496,3.030
160,724,498,3.030
161,724,500,3.030
162,724,502,3.030
163,724,504,3.030
164,724,506,3.030
165,724,508,3.030
166,724,510,3.030
167,724,512,3.030
168,724,514,4.285
169,722,516,3.030
170,722,518,3.030
171,722,520,3.030
172,722,522,3.030
173,722,524,3.030
174,722,526,4.285
175,720,528,3.030
176,720,530,3.030
177,720,532,3.030
178,720,534,3.030
179,720,536,3.030
180,718,536,3.030
181,718,538,3.030
182,718,540,3.030
183,718,542,3.030
184,718,544,3.030
185,718,546,3.030
186,716,546,3.030
187,716,548,3.030
188,716,550,3.030
