 ,Position,Intensity
1,0.000,9.601
2,1.515,9.833
3,3.030,9.500
4,4.545,9.568
5,6.061,9.366
6,7.576,9.365
7,9.091,9.439
8,10.606,9.357
9,12.121,9.399
10,13.636,9.503
11,15.152,9.258
12,16.667,9.214
13,18.182,8.879
14,19.697,9.072
15,21.212,9.160
16,22.727,8.863
17,24.242,8.809
18,25.758,8.789
19,27.273,8.874
20,28.788,9.045
21,30.303,8.764
22,31.818,9.007
23,33.333,8.847
24,34.848,8.988
25,36.364,8.878
26,37.879,9.177
27,39.394,8.911
28,40.909,8.915
29,42.424,8.598
30,43.939,8.741
31,45.455,8.848
32,46.970,9.184
33,48.485,9.466
34,50.000,8.522
35,51.515,8.666
36,53.030,8.907
37,54.545,9.535
38,56.061,9.157
39,57.576,9.020
40,59.091,8.881
41,60.606,9.234
42,62.121,11.962
43,63.636,13.959
44,65.152,9.708
45,66.667,8.710
46,68.182,8.793
47,69.697,16.032
48,71.212,14.549
49,72.727,13.602
50,74.242,10.890
51,75.758,9.146
52,77.273,9.283
53,78.788,9.112
54,80.303,8.667
55,81.818,8.649
56,83.333,8.505
57,84.848,8.479
58,86.364,8.247
59,87.879,8.707
60,89.394,9.010
61,90.909,8.632
62,92.424,8.737
63,93.939,8.633
64,95.455,8.624
65,96.970,8.533
66,98.485,8.746
67,100.000,8.616
68,101.515,8.456
69,103.030,8.707
70,104.545,8.947
71,106.061,8.969
72,107.576,10.175
73,109.091,10.610
74,110.606,10.741
75,112.121,10.599
76,113.636,8.357
77,115.152,9.023
78,116.667,9.193
79,118.182,9.241
80,119.697,11.926
81,121.212,9.329
82,122.727,9.270
83,124.242,11.524
84,125.758,10.847
85,127.273,10.490
86,128.788,8.896
87,130.303,9.134
88,131.818,8.902
89,133.333,8.818
90,134.848,8.669
91,136.364,8.671
92,137.879,8.865
93,139.394,9.404
94,140.909,8.984
95,142.424,8.766
96,143.939,8.699
97,145.455,9.614
98,146.970,8.697
99,148.485,8.909
100,150.000,9.082
101,151.515,8.667
102,153.030,8.864
103,154.545,8.849
104,156.061,8.429
105,157.576,8.399
106,159.091,8.118
107,160.606,8.281
108,162.121,8.705
109,163.636,8.767
110,165.152,8.517
111,166.667,8.430
112,168.182,8.500
113,169.697,8.578
114,171.212,8.458
115,172.727,7.975
116,174.242,7.756
117,175.758,8.025
118,177.273,8.386
119,178.788,8.148
120,180.303,8.093
121,181.818,8.094
122,183.333,8.016
123,184.848,7.586
124,186.364,7.454
125,187.879,6.879
126,189.394,6.535
127,190.909,6.889
128,192.424,6.986
129,193.939,7.202
130,195.455,6.118
131,196.970,6.109
132,198.485,6.005
133,200.000,6.121
134,201.515,6.122
135,203.030,6.136
136,204.545,6.248
137,206.061,6.632
138,207.576,6.065
139,209.091,6.287
140,210.606,6.082
141,212.121,6.086
142,213.636,6.155
143,215.152,6.279
144,216.667,6.306
145,218.182,6.328
146,219.697,6.218
147,221.212,6.201
148,222.727,6.608
149,224.242,6.003
150,225.758,5.819
151,227.273,5.673
152,228.788,6.098
153,230.303,5.981
154,231.818,5.927
155,233.333,5.966
156,234.848,6.097
157,236.364,6.129
158,237.879,6.118
159,239.394,6.181
160,240.909,6.146
161,242.424,6.645
162,243.939,6.401
163,245.455,6.277
164,246.970,6.012
165,248.485,6.224
166,250.000,6.592
167,251.515,7.267
168,253.030,6.535
169,254.545,7.326
170,256.061,6.776
171,257.576,6.523
172,259.091,7.555
173,260.606,6.088
174,262.121,6.040
175,263.636,5.941
176,265.152,6.214
177,266.667,6.107
178,268.182,6.088
179,269.697,6.095
180,271.212,6.159
181,272.727,6.227
182,274.242,6.194
183,275.758,6.237
184,277.273,6.199
185,278.788,5.927
186,280.303,5.886
187,281.818,5.832
188,283.333,6.037
189,284.848,6.249
190,286.364,5.447
191,287.879,5.674
192,289.394,5.963
193,290.909,6.142
194,292.424,6.182
195,293.939,6.069
196,295.455,6.114
197,296.970,6.119
198,298.485,6.624
