 ,X,Y,Length
1,428,264,3.030
2,428,266,4.285
3,426,268,4.285
4,424,270,3.030
5,424,272,3.030
6,424,274,3.030
7,422,274,3.030
8,422,276,4.285
9,420,278,4.285
10,418,280,3.030
11,418,282,3.030
12,416,282,3.030
13,416,284,4.285
14,414,286,4.285
15,412,288,3.030
16,410,288,3.030
17,410,290,4.285
18,408,292,3.030
19,406,292,3.030
20,406,294,3.030
21,404,294,3.030
22,404,296,3.030
23,404,298,3.030
24,402,298,3.030
25,402,300,3.030
26,400,300,3.030
27,400,302,4.285
28,398,304,3.030
29,398,306,3.030
30,396,306,3.030
31,396,308,4.285
32,394,310,3.030
33,394,312,3.030
34,392,312,3.030
35,392,314,4.285
36,390,316,3.030
37,390,318,3.030
38,388,318,3.030
39,388,320,4.285
40,386,322,3.030
41,386,324,4.285
42,384,326,4.285
43,382,328,3.030
44,382,330,3.030
45,380,330,3.030
46,380,332,3.030
47,378,332,4.285
48,376,334,3.030
49,374,334,3.030
50,374,336,4.285
51,372,338,4.285
52,370,340,4.285
53,368,342,3.030
54,368,344,3.030
55,366,344,3.030
56,366,346,4.285
57,364,348,3.030
58,364,350,3.030
59,362,350,3.030
60,362,352,3.030
61,360,352,3.030
62,360,354,3.030
63,360,356,3.030
64,358,356,3.030
65,358,358,4.285
66,356,360,3.030
67,356,362,3.030
68,354,362,3.030
69,354,364,3.030
70,354,366,3.030
71,352,366,3.030
72,352,368,3.030
73,352,370,3.030
74,350,370,3.030
75,350,372,4.285
76,348,374,3.030
77,348,376,4.285
78,346,378,3.030
79,346,380,4.285
80,344,382,4.285
81,342,384,3.030
82,342,386,3.030
83,342,388,3.030
84,340,388,3.030
85,340,390,3.030
86,340,392,3.030
87,338,392,3.030
88,338,394,3.030
89,338,396,3.030
90,338,398,4.285
91,336,400,3.030
92,336,402,3.030
93,336,404,3.030
94,336,406,4.285
95,334,408,3.030
96,334,410,3.030
97,334,412,3.030
98,334,414,3.030
99,332,414,3.030
100,332,416,3.030
101,332,418,3.030
102,332,420,3.030
103,332,422,4.285
104,330,424,3.030
105,330,426,3.030
106,330,428,3.030
107,330,430,4.285
108,328,432,3.030
109,328,434,3.030
110,328,436,3.030
111,328,438,3.030
112,328,440,4.285
113,326,442,3.030
114,326,444,3.030
115,326,446,3.030
116,326,448,3.030
117,326,450,3.030
118,326,452,4.285
119,324,454,3.030
120,324,456,3.030
121,324,458,3.030
122,324,460,3.030
123,324,462,3.030
124,324,464,3.030
125,324,466,3.030
126,322,466,3.030
127,322,468,3.030
128,322,470,3.030
129,322,472,3.030
130,322,474,3.030
131,322,476,3.030
132,322,478,3.030
133,322,480,3.030
134,322,482,3.030
135,322,484,3.030
136,322,486,3.030
137,322,488,3.030
138,322,490,3.030
139,322,492,3.030
140,322,494,3.030
141,322,496,3.030
142,324,496,3.030
143,324,498,3.030
144,324,500,3.030
145,324,502,3.030
146,324,504,3.030
147,324,506,3.030
148,324,508,4.285
149,326,510,3.030
150,326,512,3.030
151,326,514,3.030
152,326,516,4.285
153,328,518,3.030
154,328,520,3.030
155,328,522,3.030
156,328,524,3.030
157,328,526,4.285
158,330,528,3.030
159,330,530,3.030
160,330,532,3.030
161,330,534,4.285
162,332,536,3.030
163,332,538,3.030
164,332,540,4.285
165,334,542,3.030
166,334,544,3.030
167,334,546,3.030
168,334,548,3.030
169,336,548,3.030
170,336,550,3.030
171,336,552,3.030
172,336,554,3.030
173,338,554,3.030
174,338,556,3.030
175,338,558,3.030
176,338,560,4.285
177,340,562,3.030
178,340,564,3.030
179,340,566,3.030
180,342,566,3.030
181,342,568,3.030
182,342,570,3.030
183,342,572,3.030
184,342,574,3.030
185,342,576,3.030
186,344,576,3.030
187,344,578,3.030
188,344,580,3.030
189,344,582,3.030
190,344,584,3.030
191,344,586,3.030
192,346,586,3.030
193,346,588,3.030
194,346,590,3.030
195,346,592,3.030
196,348,592,3.030
197,348,594,3.030
198,348,596,3.030
199,348,598,3.030
200,350,598,3.030
201,350,600,3.030
202,350,602,4.285
203,352,604,3.030
204,352,606,3.030
205,352,608,4.285
206,354,610,3.030
207,354,612,3.030
208,354,614,4.285
209,356,616,3.030
210,356,618,3.030
211,356,620,3.030
212,356,622,4.285
213,358,624,3.030
214,358,626,3.030
215,358,628,4.285
216,360,630,3.030
217,360,632,3.030
218,360,634,3.030
219,360,636,3.030
220,362,636,3.030
221,362,638,3.030
222,362,640,3.030
223,362,642,3.030
224,364,642,3.030
225,364,644,3.030
226,364,646,4.285
227,366,648,3.030
228,366,650,3.030
229,368,650,3.030
230,368,652,3.030
231,368,654,3.030
232,370,654,3.030
233,370,656,3.030
234,370,658,3.030
235,372,658,3.030
236,372,660,3.030
237,372,662,3.030
238,374,662,3.030
239,374,664,4.285
240,376,666,3.030
241,376,668,3.030
242,378,668,3.030
243,378,670,4.285
244,380,672,4.285
245,382,674,4.285
246,384,676,3.030
247,386,676,3.030
248,386,678,4.285
249,388,680,3.030
250,390,680,3.030
251,390,682,3.030
252,392,682,3.030
253,394,682,3.030
254,394,684,4.285
255,396,686,3.030
256,398,686,4.285
257,400,688,4.285
258,402,690,3.030
259,404,690,4.285
260,406,692,3.030
261,408,692,3.030
262,410,692,3.030
263,412,692,3.030
264,414,692,3.030
265,416,692,3.030
266,418,692,3.030
267,420,692,3.030
268,422,692,3.030
269,424,692,3.030
270,426,692,3.030
271,428,692,3.030
272,430,692,3.030
273,432,692,3.030
274,434,692,3.030
275,436,692,3.030
276,438,692,3.030
277,440,692,3.030
278,442,692,3.030
279,444,692,4.285
280,446,690,3.030
281,448,690,3.030
282,450,690,4.285
283,452,688,3.030
284,454,688,4.285
285,456,686,3.030
286,458,686,3.030
287,460,686,3.030
288,462,686,4.285
289,464,684,3.030
290,466,684,3.030
291,468,684,3.030
292,470,684,4.285
293,472,682,3.030
294,474,682,3.030
295,476,682,3.030
296,478,682,3.030
297,480,682,3.030
298,480,680,3.030
299,482,680,3.030
300,484,680,3.030
301,486,680,4.285
302,488,678,3.030
303,490,678,3.030
304,492,678,3.030
305,494,678,3.030
306,496,678,3.030
307,498,678,3.030
308,500,678,4.285
309,502,676,3.030
310,504,676,3.030
311,506,676,3.030
312,508,676,3.030
313,510,676,4.285
314,512,674,3.030
315,514,674,3.030
316,516,674,3.030
317,518,674,4.285
318,520,672,3.030
319,522,672,3.030
320,524,672,3.030
321,526,672,3.030
322,528,672,3.030
323,530,672,3.030
324,530,670,3.030
325,532,670,3.030
326,534,670,3.030
327,536,670,3.030
328,536,668,3.030
329,538,668,3.030
330,540,668,3.030
331,542,668,3.030
332,544,668,3.030
333,546,668,3.030
334,546,666,3.030
335,548,666,3.030
336,550,666,4.285
337,552,664,3.030
338,554,664,3.030
339,556,664,3.030
340,558,664,4.285
341,560,662,3.030
342,562,662,3.030
343,564,662,3.030
344,564,660,3.030
345,566,660,3.030
346,568,660,4.285
347,570,658,3.030
348,572,658,4.285
349,574,656,3.030
350,576,656,3.030
351,578,656,4.285
352,580,654,3.030
353,582,654,4.285
354,584,652,3.030
355,586,652,3.030
356,588,652,3.030
357,588,650,3.030
358,590,650,3.030
359,592,650,3.030
360,592,648,3.030
361,594,648,3.030
362,596,648,4.285
363,598,646,3.030
364,600,646,3.030
365,602,646,3.030
366,602,644,3.030
367,604,644,4.285
368,606,642,3.030
369,608,642,3.030
370,610,642,3.030
371,610,640,4.285
372,612,638,3.030
373,614,638,4.285
374,616,636,4.285
375,618,634,4.285
376,620,632,3.030
377,622,632,3.030
378,622,630,3.030
379,624,630,3.030
380,624,628,3.030
381,626,628,3.030
382,628,628,3.030
383,628,626,3.030
384,630,626,3.030
385,630,624,3.030
386,632,624,3.030
387,632,622,3.030
388,634,622,3.030
389,634,620,3.030
390,636,620,3.030
391,636,618,4.285
392,638,616,4.285
393,640,614,3.030
394,640,612,4.285
395,642,610,4.285
396,644,608,3.030
397,644,606,3.030
398,646,606,3.030
399,646,604,4.285
400,648,602,3.030
401,648,600,3.030
402,650,600,3.030
403,650,598,4.285
404,652,596,3.030
405,652,594,4.285
406,654,592,3.030
407,654,590,3.030
408,656,590,3.030
409,656,588,4.285
410,658,586,3.030
411,658,584,4.285
412,660,582,3.030
413,660,580,4.285
414,662,578,3.030
415,662,576,4.285
416,664,574,3.030
417,664,572,3.030
418,664,570,3.030
419,666,570,3.030
420,666,568,3.030
421,666,566,4.285
422,668,564,3.030
423,668,562,3.030
424,668,560,3.030
425,668,558,4.285
426,670,556,3.030
427,670,554,3.030
428,670,552,4.285
429,672,550,3.030
430,672,548,3.030
431,672,546,4.285
432,674,544,3.030
433,674,542,3.030
434,674,540,3.030
435,674,538,4.285
436,676,536,3.030
437,676,534,4.285
438,678,532,3.030
439,678,530,3.030
440,678,528,3.030
441,678,526,3.030
442,680,526,3.030
443,680,524,3.030
444,680,522,3.030
445,680,520,3.030
446,682,520,3.030
447,682,518,3.030
448,682,516,3.030
449,682,514,3.030
450,684,514,3.030
451,684,512,3.030
452,684,510,3.030
453,684,508,3.030
454,686,508,3.030
455,686,506,3.030
456,686,504,3.030
457,686,502,3.030
458,688,502,3.030
459,688,500,3.030
460,688,498,3.030
461,688,496,3.030
462,688,494,3.030
463,690,494,3.030
464,690,492,3.030
465,690,490,3.030
466,690,488,3.030
467,690,486,3.030
468,690,484,3.030
469,690,482,3.030
470,690,480,3.030
471,690,478,3.030
472,690,476,3.030
473,690,474,4.285
474,692,472,3.030
475,692,470,3.030
476,692,468,3.030
477,692,466,3.030
478,692,464,3.030
479,692,462,3.030
480,692,460,3.030
481,692,458,3.030
482,692,456,3.030
483,692,454,3.030
484,692,452,4.285
485,690,450,3.030
486,690,448,3.030
487,690,446,3.030
488,688,446,3.030
489,688,444,4.285
490,686,442,3.030
491,686,440,3.030
492,684,440,3.030
493,684,438,3.030
494,682,438,3.030
495,682,436,3.030
496,680,436,3.030
497,678,436,3.030
498,678,434,3.030
499,676,434,3.030
500,674,434,4.285
501,672,432,3.030
502,670,432,3.030
503,668,432,3.030
504,668,430,3.030
505,666,430,3.030
506,664,430,3.030
507,662,430,3.030
508,662,428,3.030
509,660,428,3.030
510,658,428,3.030
511,656,428,3.030
512,656,426,3.030
513,654,426,3.030
514,652,426,3.030
515,650,426,4.285
516,648,424,3.030
517,646,424,3.030
518,644,424,4.285
519,642,422,3.030
520,640,422,3.030
521,638,422,3.030
522,636,422,3.030
523,634,422,3.030
524,632,422,4.285
525,630,420,3.030
526,628,420,3.030
527,626,420,3.030
528,624,420,3.030
529,622,420,3.030
530,620,420,3.030
531,618,420,3.030
532,616,420,3.030
533,614,420,3.030
534,612,420,3.030
535,610,420,3.030
536,608,420,3.030
537,606,420,3.030
538,604,420,3.030
539,604,418,3.030
540,602,418,3.030
541,600,418,3.030
542,598,418,3.030
543,596,418,3.030
544,594,418,3.030
545,592,418,3.030
546,590,418,3.030
547,588,418,3.030
548,586,418,3.030
549,584,418,3.030
550,582,418,3.030
551,580,418,3.030
552,578,418,3.030
553,576,418,3.030
554,574,418,3.030
555,572,418,3.030
556,570,418,3.030
557,568,418,3.030
558,566,418,3.030
559,564,418,3.030
560,562,418,3.030
561,560,418,3.030
562,558,418,3.030
563,556,418,3.030
564,556,420,3.030
565,554,420,3.030
566,552,420,3.030
567,550,420,3.030
568,550,422,3.030
569,548,422,3.030
570,546,422,3.030
571,546,424,3.030
572,544,424,3.030
573,542,424,3.030
574,542,426,3.030
575,540,426,3.030
576,538,426,3.030
577,536,426,3.030
578,536,428,3.030
579,534,428,3.030
580,532,428,3.030
581,532,430,3.030
582,530,430,4.285
583,528,432,3.030
584,526,432,3.030
585,526,434,3.030
586,524,434,3.030
587,524,436,3.030
588,522,436,3.030
589,520,436,3.030
590,520,438,3.030
591,518,438,3.030
592,518,440,3.030
593,516,440,3.030
594,516,442,3.030
595,514,442,3.030
596,512,442,3.030
597,512,444,3.030
598,510,444,3.030
599,510,446,3.030
600,508,446,3.030
601,508,448,3.030
602,506,448,3.030
603,506,450,3.030
604,504,450,3.030
605,504,452,3.030
606,502,452,4.285
607,500,454,3.030
608,498,454,3.030
609,498,456,3.030
610,496,456,3.030
611,496,458,3.030
612,494,458,4.285
613,492,460,4.285
614,490,462,3.030
615,488,462,3.030
616,488,464,3.030
617,486,464,4.285
618,484,466,3.030
619,482,466,3.030
620,482,468,3.030
621,480,468,3.030
622,478,468,3.030
623,478,470,3.030
624,476,470,4.285
625,474,472,3.030
626,472,472,4.285
627,470,474,3.030
628,468,474,3.030
629,468,476,3.030
630,466,476,3.030
631,466,478,3.030
632,464,478,3.030
633,464,480,3.030
634,462,480,3.030
635,462,482,4.285
636,460,484,3.030
637,460,486,3.030
638,458,486,3.030
639,458,488,3.030
640,458,490,3.030
641,458,492,3.030
642,458,494,3.030
643,456,494,3.030
644,456,496,3.030
645,456,498,3.030
646,456,500,3.030
647,456,502,3.030
648,456,504,3.030
649,456,506,3.030
650,456,508,3.030
651,456,510,3.030
652,456,512,3.030
653,456,514,3.030
654,458,514,3.030
655,458,516,3.030
656,458,518,3.030
657,458,520,4.285
658,460,522,3.030
659,460,524,3.030
660,460,526,3.030
661,462,526,3.030
662,462,528,4.285
663,464,530,3.030
664,464,532,3.030
665,466,532,3.030
666,466,534,3.030
667,468,534,3.030
668,470,534,3.030
669,470,536,3.030
670,472,536,3.030
671,472,538,3.030
672,474,538,3.030
673,474,540,3.030
674,476,540,3.030
675,478,540,3.030
676,478,542,3.030
677,480,542,3.030
678,482,542,3.030
679,482,544,3.030
680,484,544,3.030
681,486,544,3.030
682,488,544,3.030
683,490,544,3.030
684,492,544,3.030
685,494,544,3.030
686,496,544,3.030
687,496,542,3.030
688,498,542,3.030
689,500,542,3.030
690,500,540,3.030
691,502,540,3.030
692,502,538,3.030
693,504,538,3.030
694,504,536,3.030
695,506,536,3.030
696,506,534,3.030
697,508,534,3.030
698,508,532,3.030
699,508,530,3.030
700,510,530,3.030
701,510,528,3.030
702,510,526,3.030
703,512,526,3.030
704,512,524,3.030
705,512,522,3.030
706,514,522,3.030
707,514,520,4.285
708,516,518,3.030
709,516,516,3.030
710,518,516,3.030
711,518,514,3.030
712,520,514,3.030
713,520,512,3.030
714,522,512,4.285
715,524,510,3.030
716,526,510,3.030
717,528,510,3.030
718,530,510,3.030
