 ,Position,Intensity
1,0.000,10.101
2,1.515,10.117
3,3.030,9.704
4,4.545,9.775
5,6.061,9.788
6,7.576,9.932
7,9.091,11.576
8,10.606,11.387
9,12.121,10.769
10,13.636,10.302
11,15.152,10.538
12,16.667,11.081
13,18.182,10.119
14,19.697,10.043
15,21.212,8.954
16,22.727,10.163
17,24.242,8.942
18,25.758,8.902
19,27.273,8.774
20,28.788,20.991
21,30.303,18.040
22,31.818,8.490
23,33.333,8.258
24,34.848,15.784
25,36.364,11.134
26,37.879,8.537
27,39.394,8.316
28,40.909,11.172
29,42.424,13.040
30,43.939,10.471
31,45.455,11.844
32,46.970,17.139
33,48.485,11.803
34,50.000,14.122
35,51.515,11.845
36,53.030,14.419
37,54.545,12.350
38,56.061,24.192
39,57.576,11.294
40,59.091,10.991
41,60.606,12.538
42,62.121,24.536
43,63.636,14.035
44,65.152,11.265
45,66.667,13.633
46,68.182,16.603
47,69.697,10.445
48,71.212,10.038
49,72.727,10.386
50,74.242,10.489
51,75.758,12.085
52,77.273,11.000
53,78.788,9.577
54,80.303,11.447
55,81.818,9.302
56,83.333,11.639
57,84.848,9.486
58,86.364,10.323
59,87.879,11.165
60,89.394,9.259
61,90.909,9.907
62,92.424,9.174
63,93.939,8.153
64,95.455,7.375
65,96.970,6.848
66,98.485,6.824
67,100.000,7.601
68,101.515,7.642
69,103.030,7.626
70,104.545,7.378
71,106.061,7.182
72,107.576,6.972
73,109.091,7.162
74,110.606,7.765
75,112.121,7.403
76,113.636,7.293
77,115.152,7.229
78,116.667,7.642
79,118.182,7.427
80,119.697,7.633
81,121.212,7.142
82,122.727,6.983
83,124.242,7.898
84,125.758,8.224
85,127.273,7.292
86,128.788,7.481
87,130.303,7.627
88,131.818,7.685
89,133.333,8.201
90,134.848,7.782
91,136.364,8.118
92,137.879,8.029
93,139.394,7.919
94,140.909,7.338
95,142.424,8.108
96,143.939,7.951
97,145.455,7.845
98,146.970,7.416
99,148.485,8.187
100,150.000,7.450
101,151.515,7.903
102,153.030,7.865
103,154.545,7.855
104,156.061,7.788
105,157.576,7.640
106,159.091,7.619
107,160.606,7.757
108,162.121,7.116
109,163.636,7.330
110,165.152,8.158
111,166.667,7.526
112,168.182,8.016
113,169.697,7.330
114,171.212,7.464
115,172.727,7.680
116,174.242,7.354
117,175.758,7.605
118,177.273,7.608
119,178.788,7.889
120,180.303,7.729
121,181.818,7.583
122,183.333,8.218
123,184.848,7.788
124,186.364,7.506
125,187.879,7.472
126,189.394,7.640
127,190.909,7.350
128,192.424,8.064
129,193.939,7.321
130,195.455,7.570
131,196.970,7.431
132,198.485,7.041
133,200.000,7.268
134,201.515,7.435
135,203.030,7.117
136,204.545,7.094
137,206.061,6.794
138,207.576,6.840
139,209.091,6.979
140,210.606,6.751
141,212.121,6.688
142,213.636,6.575
143,215.152,6.521
144,216.667,6.092
145,218.182,6.266
146,219.697,6.294
147,221.212,6.158
148,222.727,6.409
149,224.242,6.669
150,225.758,6.481
151,227.273,6.371
152,228.788,7.520
153,230.303,7.793
154,231.818,8.580
155,233.333,8.399
156,234.848,9.665
157,236.364,9.676
158,237.879,9.500
159,239.394,8.744
160,240.909,8.136
161,242.424,7.785
162,243.939,8.658
163,245.455,8.015
164,246.970,8.050
165,248.485,8.690
166,250.000,8.304
167,251.515,8.146
168,253.030,6.231
169,254.545,7.308
170,256.061,7.513
171,257.576,7.563
172,259.091,5.967
173,260.606,7.990
174,262.121,6.085
175,263.636,7.657
176,265.152,6.090
177,266.667,6.481
178,268.182,6.178
179,269.697,6.471
180,271.212,6.932
181,272.727,6.383
182,274.242,6.079
183,275.758,6.050
184,277.273,6.228
185,278.788,6.130
186,280.303,5.978
187,281.818,6.631
188,283.333,7.103
189,284.848,6.191
190,286.364,6.441
191,287.879,6.512
192,289.394,5.628
193,290.909,6.584
194,292.424,6.642
195,293.939,6.601
196,295.455,6.608
197,296.970,6.683
198,298.485,6.432
199,300.000,6.658
200,301.515,6.941
201,303.030,6.609
202,304.545,6.148
203,306.061,11.560
204,307.576,6.446
205,309.091,6.504
206,310.606,7.065
207,312.121,6.469
208,313.636,6.342
209,315.152,7.052
210,316.667,7.095
211,318.182,7.028
212,319.697,7.533
213,321.212,5.948
214,322.727,6.339
215,324.242,5.802
216,325.758,6.467
217,327.273,5.824
218,328.788,5.889
219,330.303,5.944
220,331.818,6.013
221,333.333,5.831
222,334.848,5.949
223,336.364,6.026
224,337.879,6.119
225,339.394,5.836
226,340.909,5.865
227,342.424,6.020
228,343.939,5.917
229,345.455,6.021
230,346.970,5.863
231,348.485,5.734
232,350.000,5.734
233,351.515,6.040
234,353.030,5.860
235,354.545,5.966
236,356.061,5.731
237,357.576,5.987
238,359.091,5.721
239,360.606,5.694
240,362.121,6.108
241,363.636,6.040
242,365.152,5.981
243,366.667,5.887
244,368.182,5.874
245,369.697,5.772
246,371.212,6.018
247,372.727,5.858
248,374.242,5.852
249,375.758,5.941
250,377.273,6.039
251,378.788,6.024
252,380.303,5.797
253,381.818,5.805
254,383.333,5.762
255,384.848,6.050
256,386.364,6.153
257,387.879,5.940
258,389.394,5.807
259,390.909,5.746
260,392.424,5.794
261,393.939,6.091
262,395.455,6.024
263,396.970,6.043
264,398.485,5.725
265,400.000,5.861
266,401.515,6.022
267,403.030,5.976
268,404.545,5.817
269,406.061,5.937
270,407.576,5.881
271,409.091,5.850
272,410.606,5.681
273,412.121,5.759
274,413.636,5.845
275,415.152,5.864
276,416.667,5.787
277,418.182,5.881
278,419.697,5.734
279,421.212,5.686
280,422.727,5.782
281,424.242,5.754
282,425.758,5.732
283,427.273,5.690
284,428.788,5.853
285,430.303,5.833
286,431.818,5.780
287,433.333,5.813
288,434.848,5.922
289,436.364,6.022
290,437.879,6.229
291,439.394,5.736
292,440.909,5.837
293,442.424,5.930
294,443.939,5.999
295,445.455,5.686
296,446.970,5.908
297,448.485,5.933
298,450.000,5.636
299,451.515,5.552
300,453.030,5.840
301,454.545,5.674
302,456.061,5.734
303,457.576,5.669
304,459.091,5.591
305,460.606,5.812
306,462.121,5.698
307,463.636,5.706
308,465.152,5.364
309,466.667,5.604
310,468.182,5.328
