 ,X,Y,Length
1,186,348,3.030
2,188,348,3.030
3,190,348,3.030
4,192,348,3.030
5,194,348,6.061
6,198,348,3.030
7,200,348,3.030
8,202,348,3.030
9,204,348,3.030
10,206,348,3.030
11,208,348,3.030
12,210,348,3.030
13,212,348,3.030
14,214,348,3.030
15,216,348,3.030
16,218,348,3.030
17,220,348,3.030
18,222,348,3.030
19,224,348,3.030
20,226,348,3.030
21,228,348,3.030
22,230,348,3.030
23,232,348,3.030
24,234,348,3.030
25,236,348,3.030
26,238,348,3.030
27,240,348,3.030
28,242,348,3.030
29,244,348,3.030
30,246,348,3.030
31,248,348,3.030
32,250,348,3.030
33,252,348,3.030
34,254,348,3.030
35,256,348,4.285
36,258,346,6.061
37,262,346,3.030
38,264,346,3.030
39,266,346,6.061
40,270,346,3.030
41,272,346,6.776
42,276,344,3.030
43,278,344,6.061
44,282,344,6.061
45,286,344,3.030
46,288,344,3.030
47,290,344,6.061
48,294,344,3.030
49,296,344,6.776
50,300,342,6.061
51,304,342,6.061
52,308,342,3.030
53,310,342,3.030
54,312,342,6.061
55,316,342,4.285
56,318,340,6.061
57,322,340,6.061
58,326,340,6.776
59,330,338,3.030
60,332,338,3.030
61,334,338,6.061
62,338,338,3.030
63,340,338,6.776
64,344,336,6.061
65,348,336,3.030
66,350,336,6.061
67,354,336,3.030
68,356,336,4.285
69,358,334,6.061
70,362,334,6.061
71,366,334,4.285
72,368,332,6.061
73,372,332,3.030
74,372,330,6.061
75,376,330,3.030
76,378,330,4.285
77,380,328,3.030
78,382,328,3.030
79,384,328,4.285
80,386,326,3.030
81,388,326,3.030
82,390,326,3.030
83,392,326,3.030
84,394,326,4.285
85,396,324,3.030
86,398,324,3.030
87,400,324,3.030
88,402,324,3.030
89,404,324,4.285
90,406,322,3.030
91,408,322,3.030
92,410,322,3.030
93,412,322,3.030
94,414,322,3.030
95,416,322,3.030
96,418,322,3.030
97,420,322,3.030
98,422,322,4.285
99,424,320,3.030
100,426,320,3.030
101,428,320,6.061
102,432,320,6.776
103,436,318,3.030
104,438,318,3.030
105,440,318,3.030
106,442,318,3.030
107,444,318,3.030
108,446,318,3.030
109,448,318,3.030
110,450,318,4.285
111,452,316,3.030
112,454,316,3.030
113,456,316,3.030
114,458,316,3.030
115,460,316,4.285
116,462,314,3.030
117,464,314,3.030
118,466,314,3.030
119,468,314,3.030
120,470,314,4.285
121,472,312,3.030
122,474,312,3.030
123,476,312,4.285
124,478,310,3.030
125,480,310,3.030
126,482,310,3.030
127,484,310,4.285
128,486,308,3.030
129,488,308,3.030
130,490,308,3.030
131,490,306,3.030
132,492,306,3.030
133,494,306,4.285
134,496,304,3.030
135,498,304,3.030
136,500,304,4.285
137,502,302,3.030
138,504,302,3.030
139,506,302,3.030
140,508,302,4.285
141,510,300,13.552
142,518,296,3.030
143,520,296,3.030
144,522,296,3.030
145,524,296,3.030
146,526,296,4.285
147,528,294,3.030
148,530,294,3.030
149,532,294,3.030
150,534,294,3.030
151,534,292,3.030
152,536,292,3.030
153,538,292,3.030
154,540,292,3.030
155,542,292,3.030
156,544,292,3.030
157,546,292,3.030
158,548,292,3.030
159,550,292,4.285
160,552,290,3.030
161,554,290,3.030
162,556,290,3.030
163,558,290,3.030
164,560,290,3.030
165,562,290,3.030
166,564,290,4.285
167,566,288,3.030
168,568,288,3.030
169,570,288,6.061
170,574,288,3.030
171,576,288,3.030
172,578,288,6.061
173,582,288,3.030
174,584,288,3.030
175,586,288,3.030
176,588,288,3.030
177,590,288,3.030
178,592,288,6.776
179,596,286,3.030
180,598,286,3.030
181,600,286,3.030
182,602,286,6.061
183,606,286,3.030
184,608,286,4.285
185,610,284,3.030
186,612,284,3.030
187,614,284,3.030
188,616,284,3.030
189,618,284,3.030
190,620,284,3.030
191,622,284,3.030
192,624,284,3.030
193,626,284,3.030
194,628,284,4.285
195,630,282,3.030
196,632,282,3.030
