 ,X,Y,Length
1,844,398,4.285
2,842,400,3.030
3,842,402,4.285
4,840,404,3.030
5,840,406,4.285
6,838,408,3.030
7,838,410,4.285
8,836,412,3.030
9,836,414,3.030
10,836,416,4.285
11,834,418,6.776
12,832,422,3.030
13,832,424,3.030
14,832,426,4.285
15,830,428,3.030
16,830,430,4.285
17,828,432,3.030
18,828,434,3.030
19,828,436,4.285
20,826,438,3.030
21,826,440,4.285
22,824,442,3.030
23,824,444,3.030
24,822,444,6.061
25,822,448,4.285
26,820,450,3.030
27,820,452,4.285
28,818,454,3.030
29,818,456,3.030
30,818,458,3.030
31,818,460,3.030
32,816,460,3.030
33,816,462,3.030
34,816,464,3.030
35,816,466,4.285
36,814,468,3.030
37,814,470,3.030
38,814,472,3.030
39,814,474,4.285
40,812,476,3.030
41,812,478,3.030
42,812,480,3.030
43,812,482,3.030
44,810,482,6.061
45,810,486,3.030
46,810,488,3.030
47,810,490,4.285
48,808,492,3.030
49,808,494,4.285
50,806,496,3.030
51,806,498,6.061
52,806,502,4.285
53,804,504,3.030
54,804,506,3.030
55,802,506,3.030
56,802,508,4.285
57,800,510,3.030
58,800,512,4.285
59,798,514,3.030
60,798,516,4.285
61,796,518,3.030
62,796,520,3.030
63,796,522,6.776
64,794,526,3.030
65,794,528,3.030
66,794,530,4.285
67,792,532,3.030
68,792,534,3.030
69,790,534,3.030
70,790,536,3.030
71,790,538,4.285
72,788,540,3.030
73,788,542,3.030
74,788,544,3.030
75,786,544,3.030
76,786,546,4.285
77,784,548,3.030
78,784,550,3.030
79,784,552,4.285
80,782,554,3.030
81,782,556,4.285
82,780,558,3.030
83,780,560,4.285
84,778,562,3.030
85,778,564,3.030
86,778,566,4.285
87,776,568,3.030
88,776,570,3.030
89,776,572,3.030
90,774,572,3.030
91,774,574,4.285
92,772,576,3.030
93,772,578,3.030
94,772,580,4.285
95,770,582,4.285
96,768,584,3.030
97,768,586,3.030
98,768,588,4.285
99,766,590,3.030
100,766,592,4.285
101,764,594,3.030
102,764,596,4.285
103,762,598,3.030
104,762,600,3.030
105,760,600,3.030
106,760,602,4.285
107,758,604,3.030
108,758,606,3.030
109,756,606,3.030
110,756,608,3.030
111,756,610,3.030
112,754,610,3.030
113,754,612,3.030
114,754,614,3.030
115,752,614,3.030
116,752,616,3.030
117,752,618,3.030
118,750,618,3.030
119,750,620,3.030
120,748,620,3.030
121,748,622,3.030
122,746,622,3.030
123,746,624,3.030
124,746,626,3.030
125,744,626,3.030
126,744,628,4.285
127,742,630,4.285
128,740,632,3.030
129,740,634,3.030
130,738,634,4.285
131,736,636,3.030
132,736,638,4.285
133,734,640,4.285
134,732,642,3.030
135,732,644,3.030
136,730,644,3.030
137,730,646,4.285
138,728,648,4.285
139,726,650,3.030
140,726,652,4.285
141,724,654,4.285
142,722,656,4.285
143,720,658,4.285
144,718,660,3.030
145,718,662,3.030
146,716,662,3.030
147,716,664,3.030
148,716,666,3.030
149,714,666,3.030
150,714,668,4.285
151,712,670,3.030
152,712,672,3.030
153,710,672,3.030
154,710,674,3.030
155,708,674,3.030
156,708,676,3.030
157,708,678,3.030
158,708,680,3.030
159,706,680,3.030
160,706,682,4.285
161,704,684,3.030
162,704,686,3.030
163,702,686,3.030
164,702,688,3.030
165,702,690,4.285
166,700,692,3.030
167,700,694,3.030
168,698,694,3.030
169,698,696,4.285
170,696,698,3.030
171,696,700,3.030
172,694,700,3.030
173,694,702,4.285
174,692,704,4.285
175,690,706,4.285
176,688,708,4.285
177,686,710,4.285
178,684,712,3.030
179,684,714,3.030
180,682,714,3.030
181,680,714,4.285
182,678,716,3.030
183,678,718,4.285
184,676,720,3.030
185,674,720,3.030
186,674,722,4.285
187,672,724,3.030
188,670,724,4.285
189,668,726,3.030
190,668,728,3.030
191,666,728,4.285
192,664,730,4.285
193,662,732,4.285
194,660,734,3.030
195,658,734,3.030
196,658,736,3.030
197,656,736,4.285
198,654,738,4.285
199,652,740,4.285
200,650,742,3.030
201,648,742,3.030
202,648,744,3.030
203,646,744,3.030
204,646,746,3.030
205,644,746,3.030
206,644,748,3.030
207,642,748,3.030
208,640,748,3.030
209,640,750,4.285
210,638,752,4.285
211,636,754,4.285
212,634,756,3.030
213,632,756,3.030
214,632,758,4.285
215,630,760,3.030
216,628,760,3.030
217,628,762,3.030
218,626,762,3.030
219,626,764,3.030
220,624,764,4.285
221,622,766,3.030
222,620,766,3.030
223,620,768,3.030
224,618,768,3.030
225,618,770,4.285
226,616,772,3.030
227,614,772,3.030
228,614,774,3.030
229,612,774,3.030
230,612,776,3.030
231,610,776,4.285
232,608,778,3.030
233,606,778,4.285
234,604,780,3.030
235,602,780,4.285
236,600,782,3.030
237,598,782,4.285
238,596,784,3.030
239,594,784,3.030
240,592,784,4.285
241,590,786,3.030
242,588,786,3.030
243,586,786,4.285
244,584,788,3.030
245,582,788,3.030
246,580,788,4.285
247,578,790,3.030
248,576,790,4.285
249,574,792,3.030
250,572,792,4.285
251,570,794,3.030
252,568,794,4.285
253,566,796,3.030
254,564,796,3.030
255,562,796,3.030
256,560,796,3.030
257,558,796,3.030
258,558,798,3.030
259,556,798,3.030
260,554,798,3.030
261,552,798,3.030
